KOI_inner,Period_inner,KOI_outer,Period_outer,Period Ratios,Nearest Period Ratio,delta,Period_ttv
1574.01,114.7366498,1574.02,191.2388431,1.666763352715568,5:3,5.801162934071513e-05,659312.0906044957
730.04,7.38445597,730.02,9.84821114,1.3336407150383482,4:3,0.0002305362787611,10679.676093631528
2195.01,20.0546569,2195.02,30.09016159,1.5004076978250374,3:2,0.0002717985500249,36902.52895909233
2086.01,7.13295045,2086.02,8.91897737,1.2503910454053413,5:4,0.000312836324273,5702.0088001134645
730.01,14.78701236,730.03,19.72433675,1.3338960075096602,4:3,0.0004220056322452,11684.877666832124
2163.01,10.66493632,2163.02,17.78345269,1.6674691865389404,5:3,0.000481511923364,7386.505640714098
2086.02,8.91897737,2086.03,11.89824703,1.3340371363673502,4:3,0.0005278522755127,5635.216319964528
3158.03,6.18944555,3158.04,7.74345208,1.251073624841889,5:4,0.0008588998735112,1803.109377195231
730.02,9.84821114,730.01,14.78701236,1.5014922151638597,3:2,0.0009948101092396,4954.718568116904
1426.02,74.92841333,1426.03,150.0216791,2.0022001325354903,2:1,0.0011000662677451,68187.56446714011
3083.02,6.23220535,3083.03,8.29425613,1.330870159790226,4:3,-0.0018473801573305,-1122.4349380780875
314.03,10.31305565,314.01,13.78108283,1.336275425799724,4:3,0.002206569349793,1561.3697832896903
2693.03,6.83440524,2693.02,11.4194537,1.6708774646789897,5:3,0.0025264788073937,903.9817525150712
1955.04,26.23467287,1955.02,39.45791107,1.5040367099496446,3:2,0.0026911399664295,4887.3849697173
1931.01,4.97759177,1931.03,6.98795025,1.4038817510339945,7:5,0.002772679309996,360.0411354980273
4246.01,6.98474826,4246.02,8.75630846,1.253632648458543,5:4,0.0029061187668344,602.6118794544666
82.05,5.28689179,82.04,7.07134469,1.3375240067094318,4:3,0.0031430050320739,562.4668603643473
1151.01,10.43545334,1151.04,17.45319318,1.6724901747296776,5:3,0.0034941048378065,999.0079857452932
2704.01,4.87122503,2704.03,8.15275543,1.6736560885178404,5:3,0.0041936531107042,388.8140108293694
2859.01,3.44620774,2859.03,4.28887482,1.2445201054536543,5:4,-0.0043839156370765,-195.6641128641837
