,KOI_inner,Period_inner,KOI_outer,Period_outer,Period Ratios
20,500.03,3.07215234,500.04,4.64539336,1.512097333037853
21,2871.02,5.3637802,2871.04,7.97882825,1.4875382570672826
33,2871.04,7.97882825,2871.01,12.09997491,1.5165102607641667
36,500.04,4.64539336,500.01,7.05352865,1.5183921152373627
