KIC,KOI,Kepler,Period,e_Period,T0,e_T0,Rp/R*,E+Rp/R*,e_Rp/R*,b,E+b,e_b,rho*M,E+rho*M,e_rho*M,u1,u2,TTVflag,nTTobs,nTT,Tdepth,e_Tdepth,TDur,e_TDur,ATDur,e_ATDur,S/N,MES,S/NImp,chi2W,chi2W0,a/R*,E+a/R*,e_a/R*,Inc,E+Inc,e_Inc,Rp,E+Rp,e_Rp,S0,E+S0,e_S0,Kmag,rho*,E+rho*,e_rho*,Teff,e_Teff,R*,E+R*,e_R*,M*,E+M*,e_M*,log(g)*,E+log(g)*,e_log(g)*,Z*,e_Z*,Source,Status,BRp,E+BRp,e_BRp,BS0,E+BS0,e_BS0,Brho*,E+Brho*,e_Brho*,Bteff,e_Bteff,BR*,E+BR*,e_BR*,BM*,E+BM*,e_BM*,Blog(g)*,E+Blog(g)*,e_Blog(g)*,BZ*,e_BZ*
6768394,2086.01, Kepler-60 b   ,7.13295045,0.00004083,789.419586,0.005015,0.011047,0.000515,0.000354,0.6123,0.0026,0.5764,0.69949,0.10806,0.334,0.3722,0.2793, t0-8,182,182,144,6.2,4.319526,0.142946,4.307893,0.13757,27.2,23.6,-4.48,6836.8,7096,12.4174,0.6749,2.2779,89.6428,0.357,2.9452,1.734,0.11,0.071,401.12,21.2,21.2,13.959,0.48449,0.0319,0.03041,5820,67,1.43,0.04,0.04,1,0.03,0.02,4.14,0.12,0.12,-0.02,0.042,2, PPPP,1.735,0.103,0.074,426.89,40.19,40.19,0.52993,0.0638,0.05647,6024,6024,1.43,0.04,0.04,1.13,0.07,0.08,4.174,0.039,0.042,-0.038,0.133
6768394,2086.02, Kepler-60 c   ,8.91897737,0.00004147,786.599425,0.004347,0.012417,0.00053,0.000454,0.6188,0.0501,0.5455,1.04187,0.14625,0.54112,0.3722,0.2793, t019,150,150,178,7.4,4.102688,0.133605,4.044598,0.129146,29.6,23.9,-3.47,5170.6,5385,16.3273,0.9471,3.3149,89.616,0.384,2.4577,1.943,0.124,0.089,299.28,15.04,16.29,13.959,0.48449,0.0319,0.03041,5820,67,1.43,0.04,0.04,1,0.03,0.02,4.14,0.12,0.12,-0.02,0.042,2, PPPP,1.95,0.112,0.095,316.59,27.55,30.05,0.52993,0.0638,0.05647,6024,6024,1.43,0.04,0.04,1.13,0.07,0.08,4.174,0.039,0.042,-0.038,0.133
6768394,2086.03, Kepler-60 d   ,11.89824703,0.00010404,792.158593,0.008869,0.011294,0.000754,0.000812,0.8362,0.0027,0.6635,3.34518,4.97606,1.84299,0.3722,0.2793, t0-8,115,115,146.9,14.3,2.292942,0.26176,2.225221,0.257894,15.9,12.4,-6.93,2890.5,3136,37.5415,4.0432,11.7253,89.8118,0.1878,1.1736,1.756,0.151,0.127,202.87,11.34,10.47,13.959,0.48449,0.0319,0.03041,5820,67,1.43,0.04,0.04,1,0.03,0.02,4.14,0.12,0.12,-0.02,0.042,2, PPPP,1.76,0.142,0.131,215.65,20.31,20.31,0.52993,0.0638,0.05647,6024,6024,1.43,0.04,0.04,1.13,0.07,0.08,4.174,0.039,0.042,-0.038,0.133
6768394,2086.04,               ,335.5198537,0.06012272,609.194458,0.096793,0.011824,0.001067,0.001149,0.4831,0.151,0.4543,0.32983,0.62814,0.31407,0.3722,0.2793, t0--,4,4,162.4,25.4,15.01176,2.986874,14.608088,2.962687,8.8,0,-1.07,496.8,509,137.3224,42.4084,35.3404,89.9522,0.0478,0.2508,1.836,0.197,0.169,2.37,0.12,0.13,13.959,0.48449,0.0319,0.03041,5820,67,1.43,0.04,0.04,1,0.03,0.02,4.14,0.12,0.12,-0.02,0.042,2, PPNN,1.835,0.204,0.163,2.51,0.22,0.24,0.52993,0.0638,0.05647,6024,6024,1.43,0.04,0.04,1.13,0.07,0.08,4.174,0.039,0.042,-0.038,0.133
