,KOI_inner,Period_inner,KOI_outer,Period_outer,Period Ratios
1,3158.03,6.18944555,3158.04,7.74345208,1.251073624841889
3,4246.01,6.98474826,4246.02,8.75630846,1.253632648458543
4,2859.01,3.44620774,2859.03,4.28887482,1.2445201054536543
8,4246.03,5.558328,4246.01,6.98474826,1.2566275793727897
9,3158.04,7.74345208,3158.05,9.74051754,1.2579037668687945
13,3158.01,3.60013004,3158.02,4.54586316,1.2626941553477884
16,2859.03,4.28887482,2859.05,5.43099977,1.266299437016443
