,KOI_inner,Period_inner,KOI_outer,Period_outer,Period Ratios
3,1151.02,7.41088006,1151.01,10.43545334,1.4081260599972525
5,1151.03,5.24969846,1151.02,7.41088006,1.4116772832700948
