KOI_inner,Period_inner,KOI_middle,Period_middle,KOI_outer,Period_outer,Nearest Period Ratio_inner,Nearest Period Ratio_outer,Period Ratios_inner,Period Ratios_outer,delta_inner,delta_outer,Period_ttv_inner,Period_ttv_outer,n1,n2,n3,p,q,3 Body Equation
2704.02,2.98414433,2704.01,4.87122503,2704.03,8.15275543,3:5,3:5,1.6323691119859474,1.6736560885178404,-0.0205785328084315,0.0041936531107042,-47.34278264973416,388.8140108293694,2.10552326307206,1.2898573292105922,0.7706824227866709,3,5,-0.148876730535203
2722.03,4.0287519,2722.01,6.12478255,2722.04,8.92112441,2:3,2:3,1.520267989200328,1.45656181867224,0.0135119928002185,-0.02895878755184,151.09497270456762,-102.6875911618655,1.5595860611768093,1.025862592816391,0.704304190639528,2,3,0.10277173019024843
2722.04,8.92112441,2722.02,11.2427106,2722.05,16.53398267,4:5,2:3,1.2602347062212982,1.470640244888986,0.0081877649770385,-0.0195731700740093,274.62221086043934,-281.57562294852744,0.704304190639528,0.5588674769569881,0.38001644446985416,4,3,0.045193757268757295
2722.01,6.12478255,2722.04,8.92112441,2722.02,11.2427106,2:3,4:5,1.45656181867224,1.2602347062212982,-0.02895878755184,0.0081877649770385,-102.6875911618655,274.62221086043934,1.025862592816391,0.704304190639528,0.5588674769569881,2,5,-0.08406676405897384
2842.01,1.56541081,2842.03,3.03621178,2842.02,5.14891616,1:2,3:5,1.93956229291658,1.695835644244816,-0.0302188535417101,0.0175013865468895,-50.23704449623161,58.8400941400278,4.013761286840473,2.0694160231403838,1.2202927979273188,2,5,-0.3569255986651463
2859.01,3.44620774,2859.03,4.28887482,2859.05,5.43099977,4:5,4:5,1.2445201054536543,1.266299437016443,-0.0043839156370765,0.0130395496131545,-195.6641128641837,83.30041958690191,1.8232172234572215,1.464996198508677,1.156911355785159,4,5,-0.10754011382341311
2871.02,5.3637802,2871.04,7.97882825,2871.01,12.09997491,2:3,2:3,1.4875382570672826,1.5165102607641667,-0.0083078286218116,0.0110068405094443,-320.1329177258221,366.4380315622122,1.1714099148170887,0.7874822104586079,0.5192725897296581,2,3,-0.036773453469887585
3083.02,6.23220535,3083.03,8.29425613,3083.01,10.18315435,3:4,4:5,1.330870159790226,1.2277356993073711,-0.0018473801573305,-0.0178114405541029,-1122.4349380780875,-114.3439725615482,1.0081800830230323,0.7575345165015522,0.617017585241609,3,5,0.04935204326472409
3097.02,6.80255833,3097.03,8.70296645,3097.01,11.92175111,4:5,5:7,1.2793666776246515,1.369849140346853,0.0234933420997212,-0.0215363283236764,74.08879003301347,-79.08067131184198,0.923650338942347,0.7219590404349526,0.5270354370935686,8,7,0.2490651646694677
3158.01,3.60013004,3158.02,4.54586316,3158.03,6.18944555,4:5,3:4,1.2626941553477884,1.3615556236848978,0.0101553242782308,0.0211667177636734,89.5266962522231,73.1035111242236,1.7452662091004876,1.382176516545119,1.01514509763796,4,4,-0.015766905407161858
3158.02,4.54586316,3158.03,6.18944555,3158.04,7.74345208,3:4,4:5,1.3615556236848978,1.251073624841889,0.0211667177636734,0.0008588998735112,73.1035111242236,1803.109377195231,1.382176516545119,1.01514509763796,0.8114191503048065,3,5,0.08246452005571037
3158.03,6.18944555,3158.04,7.74345208,3158.05,9.74051754,4:5,4:5,1.251073624841889,1.2579037668687945,0.0008588998735112,0.0063230134950356,1803.109377195231,308.097319344568,1.01514509763796,0.8114191503048065,0.6450566185397564,4,5,-0.016908869492636924
3925.02,2.59026336,3925.03,5.32440344,3925.01,9.20746401,1:2,3:5,2.055545209117269,1.729294955530267,0.0277726045586343,0.0375769733181601,95.85711395484986,49.00588417295565,2.4256936202732633,1.1800731064022425,0.6824012888191117,2,5,0.002881939826386848
4032.02,2.89225969,4032.01,3.95116398,4032.04,5.10112466,5:7,3:4,1.366116602067638,1.291043521813033,-0.0242024270945442,-0.0317173586402252,-23.322123642306,-40.20767238109906,2.172413953319519,1.5902112235745747,1.2317254970161005,5,8,0.04312783625693051
4246.03,5.558328,4246.01,6.98474826,4246.02,8.75630846,4:5,4:5,1.2566275793727897,1.253632648458543,0.0053020634982317,0.0029061187668344,263.472825715101,602.6118794544666,1.1304092358672582,0.8995578757164236,0.717560983133706,4,5,0.013420977689748703
4288.01,6.28385406,4288.02,9.08742267,4288.04,13.95134254,5:7,2:3,1.4461543160026855,1.535236452251428,0.0329673685733469,0.0234909681676185,39.378430695284095,197.96746903534657,0.9998935760101956,0.6914155460075663,0.4503642061088399,5,6,0.09608211062078809
4500.01,8.70179277,4500.03,14.75102769,4500.02,44.9847468,3:5,1:3,1.695171107826784,3.0496008647923567,0.0171026646960703,0.016533621597452,172.49975898070798,906.934727616531,0.7220564167927875,0.4259489873671023,0.13967368395145854,3,3,0.029496378030124393
