,KIC,KOI,Kepler,Period,Rp/R*,Status
88,4055765,100.01,               ,9.96640799,0.049601, PPPP
89,8456679,102.01,               ,1.73513605,0.027973, PPPP
90,8456679,102.02,               ,4.06843174,0.00817, PPFF
91,2444412,103.01, Kepler-1710 b ,14.91103081,0.026733, PPPP
92,10318874,104.01, Kepler-94 b   ,2.50805741,0.039283, PPPP
93,8711794,105.01, Kepler-463 b  ,8.98101397,0.029741, PPPP
95,11250587,107.01, Kepler-464 b  ,7.25696131,0.019535, PPPP
96,4914423,108.01, Kepler-103 b  ,15.96533112,0.020021, PPPP
97,4914423,108.02, Kepler-103 c  ,179.6102921,0.032538, PPPP
99,9450647,110.01, Kepler-465 b  ,9.94066796,0.020951, PPPP
100,6678383,111.01, Kepler-104 b  ,11.42754491,0.020517, PPPP
101,6678383,111.02, Kepler-104 c  ,23.66832881,0.019439, PPPP
102,6678383,111.03, Kepler-104 d  ,51.75535987,0.022649, PPPP
104,10984090,112.01, Kepler-466 b  ,51.07925505,0.024752, PPPP
105,10984090,112.02, Kepler-466 c  ,3.70921797,0.01051, PPPP
108,9579641,115.01, Kepler-105 b  ,5.41220432,0.022321, PPPP
109,9579641,115.02, Kepler-105 c  ,7.1259213,0.012689, PPPP
110,9579641,115.03,               ,3.43589876,0.004617, PPPN
111,8395660,116.01, Kepler-106 c  ,13.57077256,0.020675, PPPP
112,8395660,116.02, Kepler-106 e  ,43.84443349,0.022636, PPPP
113,8395660,116.03, Kepler-106 b  ,6.16489698,0.006922, PPPP
114,8395660,116.04, Kepler-106 d  ,23.98008894,0.00938, PPPP
115,10875245,117.01, Kepler-107 e  ,14.74916437,0.018863, PPPP
116,10875245,117.02, Kepler-107 c  ,4.90143997,0.010815, PPPP
117,10875245,117.03, Kepler-107 b  ,3.18002806,0.010004, PPPP
118,10875245,117.04, Kepler-107 d  ,7.95826316,0.00652, PPPP
119,3531558,118.01, Kepler-467 b  ,24.99322342,0.014953, PPPP
120,9471974,119.01, Kepler-108 b  ,49.18389875,0.036551, PPPP
121,9471974,119.02, Kepler-108 c  ,190.3191754,0.03502, PPPP
124,8349582,122.01, Kepler-95 b   ,11.52306486,0.020353, PPPP
125,5094751,123.01, Kepler-109 b  ,6.48163012,0.015792, PPPP
126,5094751,123.02, Kepler-109 c  ,21.22260951,0.017517, PPPP
127,11086270,124.01, Kepler-110 b  ,12.69106312,0.014573, PPFF
128,11086270,124.02, Kepler-110 c  ,31.71982509,0.017486, PPPP
129,11449844,125.01, Kepler-468 b  ,38.47876843,0.138138, PFPP
132,8359498,127.01, Kepler-77 b   ,3.57878049,0.096006, PPPP
133,11359879,128.01, Kepler-15 b   ,4.94278351,0.099368, PPPP
137,7778437,131.01, Kepler-471 b  ,5.01423471,0.07445, PPPP
140,9032900,134.01,               ,67.60563388,0.058975, PPFN
141,9818381,135.01, Kepler-43 b   ,3.02409197,0.081773, PPPP
143,8644288,137.01, Kepler-18 c   ,7.64156004,0.042656, PPPP
144,8644288,137.02, Kepler-18 d   ,14.85892272,0.051204, PPPP
145,8644288,137.03, Kepler-18 b   ,3.5047162,0.015967, PPPP
147,8559644,139.01, Kepler-111 c  ,224.7798517,0.056783, PPPP
148,8559644,139.02, Kepler-111 b  ,3.34180138,0.012186, PPPP
150,12105051,141.01,               ,2.62423492,0.046882, PPPP
151,5446285,142.01, Kepler-88 b   ,10.95214454,0.037886, PPNN
154,4180280,144.01, Kepler-472 b  ,4.17625404,0.032685, PPPP
158,5735762,148.01, Kepler-48 b   ,4.77800429,0.019448, PPPP
159,5735762,148.02, Kepler-48 c   ,9.67394317,0.02757, PPPP
160,5735762,148.03, Kepler-48 d   ,42.89631119,0.021086, PPPP
161,3835670,149.01, Kepler-473 b  ,14.55729442,0.028083, PPPP
162,7626506,150.01, Kepler-112 b  ,8.40887703,0.025762, PPPP
163,7626506,150.02, Kepler-112 c  ,28.5743025,0.026199, PPPP
164,2307199,151.01,               ,13.44717462,0.04561, PPPP
165,8394721,152.01, Kepler-79 d   ,52.0908098,0.049396, PPPP
166,8394721,152.02, Kepler-79 c   ,27.40222239,0.025174, PPPP
167,8394721,152.03, Kepler-79 b   ,13.48455808,0.023543, PPPP
168,8394721,152.04, Kepler-79 e   ,81.0636284,0.02014, PPPP
169,12252424,153.01, Kepler-113 c  ,8.92508494,0.027644, PPPP
170,12252424,153.02, Kepler-113 b  ,4.75400266,0.024212, PPPP
172,8030148,155.01, Kepler-474 b  ,5.66066694,0.024714, PPPP
173,10925104,156.01, Kepler-114 c  ,8.04132617,0.021882, PPPF
174,10925104,156.02, Kepler-114 b  ,5.18856562,0.01711, PPPP
175,10925104,156.03, Kepler-114 d  ,11.77613082,0.03395, PPPP
176,6541920,157.01, Kepler-11 c   ,13.0249172,0.025292, PPPP
177,6541920,157.02, Kepler-11 d   ,22.68714058,0.0281, PPPP
178,6541920,157.03, Kepler-11 e   ,31.99551734,0.033587, PPPP
179,6541920,157.04, Kepler-11 f   ,46.68586636,0.022029, PPPP
180,6541920,157.05, Kepler-11 g   ,118.3785683,0.029862, PPPP
181,6541920,157.06, Kepler-11 b   ,10.30403028,0.016153, PPPP
183,8972058,159.01, Kepler-115 c  ,8.99089345,0.019784, PPPP
184,8972058,159.02, Kepler-115 b  ,2.40364499,0.008023, PPPP
186,5084942,161.01, Kepler-475 b  ,3.1055069,0.026793, PPPP
187,8107380,162.01, Kepler-476 b  ,14.0063968,0.024394, PPPP
188,6851425,163.01, Kepler-477 b  ,11.11989456,0.022549, PPPP
190,9527915,165.01, Kepler-478 b  ,13.22175931,0.026588, PPPP
191,2441495,166.01, Kepler-479 b  ,12.49341984,0.024, PPPP
192,11666881,167.01, Kepler-480 b  ,4.91958668,0.018976, PPPP
193,11512246,168.01, Kepler-23 c   ,10.74246051,0.018527, PPPP
194,11512246,168.02, Kepler-23 d   ,15.27444881,0.013127, PPPP
195,11512246,168.03, Kepler-23 b   ,7.10694344,0.010474, PPPP
198,7831264,171.01, Kepler-116 b  ,5.96872509,0.020762, PPPP
199,7831264,171.02, Kepler-116 c  ,13.07142215,0.014631, PPPP
200,8692861,172.01, Kepler-69 b   ,13.72236588,0.02176, PPPP
201,8692861,172.02, Kepler-69 c   ,242.466355,0.016842, PPPP
202,11402995,173.01, Kepler-481 b  ,10.06083966,0.019474, PPPP
203,10810838,174.01, Kepler-482 b  ,56.35403703,0.028786, PPPP
205,6442377,176.01, Kepler-483 b  ,30.22906017,0.019368, PPPP
206,6803202,177.01, Kepler-1711 b ,21.06074917,0.015845, PPPP
208,9663113,179.01, Kepler-458 c  ,20.74030593,0.029368, PPPP
209,9663113,179.02, Kepler-458 b  ,572.378576,0.040496, PPFN
210,9573539,180.01, Kepler-484 b  ,10.045563,0.023576, PPPP
213,9651668,183.01, Kepler-423 b  ,2.68432848,0.121853, PPPP
216,12019440,186.01, Kepler-485 b  ,3.24325997,0.116526, PPPP
218,5357901,188.01, Kepler-425 b  ,3.79701807,0.108586, PPPP
221,5972334,191.01, Kepler-487 b  ,15.35876634,0.112398, PPPP
222,5972334,191.02, Kepler-487 d  ,2.41840732,0.023407, PPPP
223,5972334,191.03,               ,0.70862073,0.012552, PPPP
224,5972334,191.04, Kepler-487 c  ,38.65214986,0.021659, PPFP
225,5972334,191.05,               ,6.02228169,0.013071, PNNN
226,7950644,192.01, Kepler-427 b  ,10.2909939,0.089544, PPPP
228,10904857,194.01, Kepler-488 b  ,3.120828,0.128752, PPPP
229,11502867,195.01, Kepler-426 b  ,3.21751852,0.115426, PPPP
230,9410930,196.01, Kepler-41 b   ,1.85555754,0.097133, PPPP
231,2987027,197.01, Kepler-489 b  ,17.27629443,0.090598, PPPP
232,10666242,198.01,               ,87.24299404,0.151755, PFFP
233,10019708,199.01, Kepler-490 b  ,3.26869515,0.09153, PPPP
235,6046540,200.01, Kepler-74 b   ,7.34071501,0.087406, PPPP
236,6849046,201.01, Kepler-491 b  ,4.22538441,0.078142, PPPP
237,7877496,202.01, Kepler-412 b  ,1.72086128,0.099873, PPPP
238,10619192,203.01, Kepler-17 b   ,1.48571102,0.130092, PPPP
239,9305831,204.01, Kepler-44 b   ,3.24673186,0.077877, PPPP
241,5728139,206.01, Kepler-433 b  ,5.33408282,0.062877, PPPP
242,3762468,208.01, Kepler-493 b  ,3.00387977,0.085247, PPPP
243,10723750,209.01, Kepler-117 c  ,50.79038252,0.069073, PPPP
244,10723750,209.02, Kepler-117 b  ,18.79591423,0.045249, PPPP
246,10656508,211.01,               ,124.0359007,0.079807, PPPP
247,6300348,212.01,               ,5.69590207,0.064402, PPPP
249,11046458,214.01, Kepler-424 b  ,3.31186427,0.088486, PPPP
251,6152974,216.01, Kepler-118 c  ,20.17202333,0.065156, PPPP
252,6152974,216.02, Kepler-118 b  ,7.51858871,0.015293, PPPP
253,9595827,217.01, Kepler-71 b   ,3.90508138,0.131655, PPPP
255,6305192,219.01, Kepler-494 b  ,8.02512215,0.051026, PPPP
256,7132798,220.01, Kepler-119 b  ,2.4220843,0.039214, PPPP
257,7132798,220.02, Kepler-119 c  ,4.12513345,0.009807, PPPP
258,3937519,221.01, Kepler-495 b  ,3.41303631,0.055838, PPPP
259,3937519,221.02, Kepler-495 c  ,5.89662616,0.010846, PPPP
260,4249725,222.01, Kepler-120 b  ,6.31250923,0.03211, PPPP
261,4249725,222.02, Kepler-120 c  ,12.79456945,0.025637, PPPP
262,4545187,223.01, Kepler-121 b  ,3.17741432,0.030556, PPPP
263,4545187,223.02, Kepler-121 c  ,41.0080625,0.02879, PPPP
266,5959753,226.01, Kepler-496 b  ,8.3086641,0.025736, PPPP
267,6185476,227.01,               ,17.68947611,0.039392, PPNP
268,3847907,229.01, Kepler-497 b  ,3.57320275,0.0493, PPPP
271,4833421,232.01, Kepler-122 c  ,12.46600663,0.043299, PPPP
272,4833421,232.02, Kepler-122 b  ,5.76616198,0.017555, PPPP
273,4833421,232.03, Kepler-122 d  ,21.58716169,0.016902, PPPP
274,4833421,232.04, Kepler-122 e  ,37.99502171,0.018508, PPPP
275,4833421,232.05, Kepler-122 f  ,56.26000307,0.017256, PPPP
277,8491277,234.01, Kepler-498 b  ,9.61374668,0.025871, PPPP
278,8107225,235.01, Kepler-499 b  ,5.63252976,0.022606, PPPP
280,8041216,237.01, Kepler-500 b  ,8.50832848,0.023193, PPPP
281,7219825,238.01, Kepler-123 b  ,17.23237226,0.020781, PPPP
282,7219825,238.02, Kepler-123 c  ,26.69546815,0.010723, PPPP
283,7219825,238.03,               ,362.9982898,0.014768, PPPN
284,6383785,239.01, Kepler-501 b  ,5.64067335,0.034725, PPPP
285,6383785,239.02, Kepler-501 c  ,3.62277395,0.012362, PPPP
286,8026752,240.01, Kepler-502 b  ,4.28687041,0.033411, PPFP
287,11288051,241.01, Kepler-124 c  ,13.82141149,0.02484, PPPP
288,11288051,241.02, Kepler-124 d  ,30.95084894,0.015687, PPPP
289,11288051,241.03, Kepler-124 b  ,3.41044229,0.010564, PPPP
290,3642741,242.01, Kepler-503 b  ,7.25845034,0.055081, PPPP
292,4349452,244.01, Kepler-25 c   ,12.72037062,0.031565, PPPP
293,4349452,244.02, Kepler-25 b   ,6.23853482,0.018437, PPPP
294,8478994,245.01, Kepler-37 d   ,39.79220971,0.022359, PPPP
295,8478994,245.02, Kepler-37 c   ,21.30180117,0.008518, PPPP
296,8478994,245.03, Kepler-37 b   ,13.36703858,0.004007, PPNN
298,11295426,246.01, Kepler-68 b   ,5.39875157,0.01695, PPPP
299,11295426,246.02, Kepler-68 c   ,9.60505083,0.006802, PPPP
300,11852982,247.01, Kepler-1712 b ,13.81503281,0.029083, PPPP
301,5364071,248.01, Kepler-49 b   ,7.20386128,0.038361, PPPP
302,5364071,248.02, Kepler-49 c   ,10.91276664,0.033953, PPPP
303,5364071,248.03, Kepler-49 d   ,2.5765741,0.026662, PPPP
304,5364071,248.04, Kepler-49 e   ,18.59617273,0.026182, PPPP
305,9390653,249.01, Kepler-504 b  ,9.54927495,0.039054, PPPP
306,9757613,250.01, Kepler-26 b   ,12.28301501,0.048336, PPPP
307,9757613,250.02, Kepler-26 c   ,17.25119579,0.041466, PPPP
308,9757613,250.03, Kepler-26 d   ,3.54390988,0.020774, PPPP
309,9757613,250.04, Kepler-26 e   ,46.82770316,0.036081, PPPP
310,10489206,251.01, Kepler-125 b  ,4.16438514,0.043889, PPPP
311,10489206,251.02, Kepler-125 c  ,5.77439788,0.014584, PPPP
312,11187837,252.01, Kepler-1663 b ,17.60461978,0.043387, PPPF
313,11752906,253.01,               ,6.38316185,0.04343, PPPP
314,11752906,253.02,               ,20.61828997,0.025317, PPPP
315,5794240,254.01, Kepler-45 b   ,2.45524066,0.170309, PPPP
316,7021681,255.01, Kepler-505 b  ,27.52198739,0.043819, PPPP
317,7021681,255.02,               ,13.60318505,0.012701, PPPP
320,5514383,257.01, Kepler-506 b  ,6.88340503,0.02036, PPPP
323,8292840,260.01, Kepler-126 b  ,10.4956701,0.009526, PPPP
324,8292840,260.02, Kepler-126 d  ,100.2830677,0.01726, PPPP
325,8292840,260.03, Kepler-126 c  ,21.86964346,0.010353, PPPP
326,5383248,261.01, Kepler-96 b   ,16.2384782,0.023078, PPPP
327,11807274,262.01, Kepler-50 b   ,7.81283605,0.010006, PPPP
328,11807274,262.02, Kepler-50 c   ,9.37663202,0.010179, PPPP
331,12024120,265.01, Kepler-507 b  ,3.5680991,0.00908, PPPP
332,7375348,266.01, Kepler-508 b  ,25.30908071,0.01134, PPPP
333,7375348,266.02,               ,47.74360551,0.009143, PPPP
335,3425851,268.01,               ,110.378569,0.020421, PPPP
336,7670943,269.01, Kepler-1713 b ,18.01159538,0.009578, PPPP
337,6528464,270.01, Kepler-449 b  ,12.58225736,0.009901, PPPP
338,6528464,270.02, Kepler-449 c  ,33.6726629,0.011892, PPPP
339,9451706,271.01, Kepler-127 d  ,48.63035512,0.016938, PPPP
340,9451706,271.02, Kepler-127 c  ,29.39325463,0.016514, PPPP
341,9451706,271.03, Kepler-127 b  ,14.43599649,0.009536, PPPP
342,5716763,272.01,               ,1.2813288,0.021288, PPFF
343,3102384,273.01, Kepler-454 b  ,10.57376575,0.015665, PPPP
344,8077137,274.01, Kepler-128 b  ,15.08970552,0.008116, PPPP
345,8077137,274.02, Kepler-128 c  ,22.80304201,0.007385, PPPP
346,10586004,275.01, Kepler-129 b  ,15.7919332,0.01295, PPPP
347,10586004,275.02, Kepler-129 c  ,82.20000077,0.013903, PPPP
348,11133306,276.01, Kepler-509 b  ,41.74604555,0.018805, PPPP
349,11401755,277.01, Kepler-36 c   ,16.23193862,0.020497, PPPP
350,11401755,277.02, Kepler-36 b   ,13.84899039,0.008491, PPFP
351,12314973,279.01, Kepler-450 b  ,28.45491114,0.034451, PPPP
352,12314973,279.02, Kepler-450 c  ,15.41313164,0.014953, PPPP
353,12314973,279.03, Kepler-450 d  ,7.51430567,0.005471, PPPN
354,4141376,280.01, Kepler-1655 b ,11.87290108,0.016797, PPPP
355,4143755,281.01, Kepler-510 b  ,19.55662665,0.015791, PPPP
356,5088536,282.01, Kepler-130 c  ,27.50869526,0.023079, PPPP
357,5088536,282.02, Kepler-130 b  ,8.45738906,0.008055, PPPP
358,5088536,282.03, Kepler-130 d  ,87.51723509,0.010638, PPPP
359,5695396,283.01, Kepler-131 b  ,16.09195471,0.0185, PPPP
360,5695396,283.02, Kepler-131 c  ,25.51746034,0.007583, PPPP
361,5695396,283.03,               ,9.48820239,0.006431, PPNP
362,6021275,284.01, Kepler-132 d  ,18.01013824,0.012267, PPPP
363,6021275,284.02, Kepler-132 c  ,6.41490683,0.010116, PPPP
364,6021275,284.03, Kepler-132 b  ,6.1781812,0.009293, PPPP
365,6021275,284.04, Kepler-132 e  ,110.2872308,0.01105, PPPP
366,6196457,285.01, Kepler-92 b   ,13.74883666,0.018784, PPPP
367,6196457,285.02, Kepler-92 c   ,26.72313369,0.012755, PPPP
368,6196457,285.03, Kepler-92 d   ,49.35688702,0.010454, PPFP
371,9592705,288.01, Kepler-1714 b ,10.27532162,0.013281, PPPF
372,10386922,289.01, Kepler-511 c  ,26.62941009,0.020311, PPPP
373,10386922,289.02, Kepler-511 b  ,296.6375782,0.048836, PPPP
375,10933561,291.01, Kepler-133 c  ,31.51780857,0.017163, PPPP
376,10933561,291.02, Kepler-133 b  ,8.1300038,0.011128, PPPP
377,11075737,292.01, Kepler-97 b   ,2.58664206,0.013511, PPPP
379,11259686,294.01, Kepler-512 b  ,34.43597085,0.018832, PPPP
380,11547513,295.01, Kepler-134 b  ,5.3174374,0.015714, PPPP
381,11547513,295.02, Kepler-134 c  ,10.10572664,0.009959, PPPP
382,11802615,296.01, Kepler-513 b  ,28.86233249,0.019327, PPPP
383,11905011,297.01, Kepler-514 b  ,5.65179157,0.010612, PPPP
384,12785320,298.01, Kepler-515 b  ,19.96364352,0.014902, PPPP
385,12785320,298.02,               ,57.38357205,0.014138, PPPP
386,2692377,299.01, Kepler-98 b   ,1.54167641,0.015606, PPPP
388,3642289,301.01, Kepler-135 b  ,6.00256688,0.013037, PPPP
389,3642289,301.02, Kepler-135 c  ,11.44866713,0.007995, PPPP
390,3662838,302.01, Kepler-516 b  ,24.85467497,0.025815, PPPP
392,5966322,303.01, Kepler-517 b  ,60.92820323,0.025022, PPPP
393,6029239,304.01, Kepler-518 b  ,8.51203212,0.022338, PPPP
395,6063220,305.01, Kepler-99 b   ,4.60356557,0.018609, PPPP
396,6071903,306.01, Kepler-519 b  ,24.30789444,0.023548, PPPP
397,6289257,307.01, Kepler-520 b  ,19.67419469,0.01322, PPPP
398,6289257,307.02, Kepler-520 c  ,5.21104163,0.00935, PPPP
399,6291837,308.01, Kepler-1715 b ,35.597483,0.024083, PPPP
402,7050989,312.01, Kepler-136 b  ,11.57885861,0.014375, PPPP
403,7050989,312.02, Kepler-136 c  ,16.39921712,0.013722, PPPP
404,7419318,313.01, Kepler-137 c  ,18.73577847,0.02142, PPPP
405,7419318,313.02, Kepler-137 b  ,8.43639978,0.016684, PPPP
406,7603200,314.01, Kepler-138 c  ,13.78108283,0.025149, PPPP
407,7603200,314.02, Kepler-138 d  ,23.08898942,0.022524, PPPP
408,7603200,314.03, Kepler-138 b  ,10.31305565,0.01087, PPPP
409,7700622,315.01, Kepler-1716 b ,35.58068827,0.027329, PPPP
410,8008067,316.01, Kepler-139 b  ,15.77108417,0.021106, PPPP
411,8008067,316.02, Kepler-139 c  ,157.0658105,0.021225, PPPP
412,8008067,316.03,               ,7.30570359,0.014838, PPPP
413,8121310,317.01, Kepler-521 b  ,22.20808905,0.019775, PPPP
414,8121310,317.02,               ,11.50579417,0.00651, PPPN
415,8156120,318.01, Kepler-522 b  ,38.58397435,0.040711, PPPP
416,8684730,319.01,               ,46.15111337,0.046776, PPPP
418,8753657,321.01, Kepler-406 b  ,2.42630019,0.012355, PPPP
419,8753657,321.02, Kepler-406 c  ,4.62337581,0.007217, PPPP
421,9139084,323.01, Kepler-523 b  ,5.83597234,0.021929, PPPP
426,9881662,327.01, Kepler-140 b  ,3.25427246,0.011603, PPPP
427,9881662,327.02, Kepler-140 c  ,91.35188903,0.013285, PPPP
430,11361646,330.01, Kepler-524 b  ,7.97421419,0.015721, PPPP
431,11361646,330.02, Kepler-524 c  ,1.88897538,0.007113, PPPP
432,10285631,331.01, Kepler-525 b  ,18.68404848,0.017723, PPPP
433,10285631,331.02,               ,10.52291674,0.010557, PPPN
434,10290666,332.01, Kepler-526 b  ,5.45849297,0.014558, PPPP
435,10290666,332.02,               ,6.8667407,0.006309, PPPP
436,10337258,333.01, Kepler-527 b  ,13.28535753,0.018062, PPPP
440,10545066,337.01, Kepler-528 b  ,19.78309128,0.017638, PPPP
441,10545066,337.02,               ,154.6024571,0.014608, PPNN
442,10552611,338.01, Kepler-141 c  ,7.01063298,0.016119, PPPP
443,10552611,338.02, Kepler-141 b  ,3.10763774,0.007872, PPPP
444,10587105,339.01, Kepler-529 b  ,1.98035832,0.015159, PPPP
445,10587105,339.02, Kepler-529 c  ,12.83440399,0.01541, PPPP
446,10587105,339.03, Kepler-529 d  ,35.86596567,0.014515, PPPP
448,10878263,341.01, Kepler-414 c  ,7.17072605,0.026612, PPPP
449,10878263,341.02, Kepler-414 b  ,4.69966135,0.01705, PPPP
450,10982872,343.01, Kepler-142 c  ,4.76170798,0.020292, PPPP
451,10982872,343.02, Kepler-142 b  ,2.0241437,0.014099, PPPP
452,10982872,343.03, Kepler-142 d  ,41.80844303,0.012701, PPPP
453,11015108,344.01, Kepler-530 b  ,39.30949,0.030554, PPPP
454,11074541,345.01, Kepler-531 b  ,29.88490437,0.031751, PPPP
455,11100383,346.01, Kepler-532 b  ,12.92488099,0.027878, PPPP
457,11194032,348.01, Kepler-533 b  ,28.51117882,0.037925, PPPP
458,11394027,349.01, Kepler-1664 b ,14.38682616,0.02184, PPPP
459,11395587,350.01,               ,12.99063601,0.018157, PPPP
460,11442793,351.01, Kepler-90 h   ,331.5973066,0.083155, PPFF
461,11442793,351.02, Kepler-90 g   ,210.7307044,0.058857, PPPN
462,11442793,351.03, Kepler-90 d   ,59.73725869,0.021793, PPPN
463,11442793,351.04, Kepler-90 e   ,91.9400901,0.020168, PPPN
464,11442793,351.05, Kepler-90 c   ,8.71984892,0.011681, PPPN
465,11442793,351.06, Kepler-90 b   ,7.00823625,0.009938, PPPN
466,11442793,351.07, Kepler-90 f   ,124.9218471,0.020285, PPPN
467,11442793,351.08, Kepler-90 i   ,14.44913641,0.008529, PNNN
468,11521793,352.01, Kepler-143 c  ,27.08242695,0.018874, PPPP
469,11521793,352.02, Kepler-143 b  ,16.00747316,0.015661, PPPP
470,11566064,353.01,               ,152.1058259,0.064589, PPPP
471,11566064,353.02, Kepler-1717 b ,30.65267777,0.01517, PPPP
472,11566064,353.03,               ,11.1619678,0.01034, PPPN
473,11568987,354.01, Kepler-534 b  ,15.95998603,0.020936, PPPP
474,11568987,354.02, Kepler-534 c  ,7.37862208,0.010334, PPPP
475,11568987,354.03,               ,27.13806099,0.008903, PNNN
476,11621223,355.01, Kepler-535 b  ,4.90331808,0.016795, PPPP
477,11624249,356.01, Kepler-536 b  ,1.82708155,0.030878, PPPP
481,12404954,361.01, Kepler-537 b  ,3.24755506,0.013145, PPPP
484,7296438,364.01,               ,173.7604782,0.006573, PPNN
485,11623629,365.01, Kepler-538 b  ,81.73775083,0.022717, PPPP
487,3545478,366.01,               ,75.1122392,0.063423, PPPP
488,4815520,367.01, Kepler-1656 b ,31.578644,0.041887, PPPP
490,7175184,369.01, Kepler-144 b  ,5.88526436,0.009867, PPPP
491,7175184,369.02, Kepler-144 c  ,10.10460573,0.00994, PPPP
492,8494142,370.01, Kepler-145 c  ,42.88250005,0.018564, PPPP
493,8494142,370.02, Kepler-145 b  ,22.95057247,0.010529, PPPP
496,6471021,372.01, Kepler-539 b  ,125.6293875,0.080621, PPFP
497,7364176,373.01, Kepler-1718 b ,135.1879752,0.023567, PPPP
498,8686097,374.01, Kepler-540 b  ,172.701922,0.02354, PPPP
499,12356617,375.01, Kepler-1704 b ,988.8812985,0.063865, PPNN
502,3323887,377.01, Kepler-9 b    ,19.24631307,0.074023, PPFP
503,3323887,377.02, Kepler-9 c    ,38.95896893,0.073469, PPNN
504,3323887,377.03, Kepler-9 d    ,1.59296118,0.014237, PPNN
507,2446113,379.02,               ,23.1378713,0.009851, PPPP
512,3353050,384.01, Kepler-541 b  ,5.08004681,0.013717, PPPP
513,3446746,385.01, Kepler-542 b  ,13.14498587,0.015714, PPPP
514,3656121,386.01, Kepler-146 b  ,31.15883743,0.028443, PPPP
515,3656121,386.02, Kepler-146 c  ,76.73245506,0.024205, PPPP
516,3733628,387.01, Kepler-543 b  ,13.89963344,0.029563, PPPP
517,3831053,388.01, Kepler-1719 b ,6.1495654,0.016609, PPPP
521,3942670,392.01, Kepler-147 c  ,33.4157588,0.015216, PPPP
522,3942670,392.02, Kepler-147 b  ,12.61088307,0.009077, PPPP
523,3964109,393.01, Kepler-544 b  ,21.41633265,0.016354, PPPP
526,4252322,396.01,               ,14.59149658,0.080655, PPPP
528,9946525,398.01, Kepler-148 d  ,51.84690672,0.094837, PPPP
529,9946525,398.02, Kepler-148 c  ,4.18004467,0.037686, PPPP
530,9946525,398.03, Kepler-148 b  ,1.72937069,0.019927, PPPP
533,3217264,401.01, Kepler-149 b  ,29.19898262,0.040572, PPPP
534,3217264,401.02, Kepler-149 d  ,160.0193541,0.03556, PPPP
535,3217264,401.03, Kepler-149 c  ,55.32888438,0.016391, PPPP
542,5351250,408.01, Kepler-150 c  ,7.38198936,0.034313, PPPP
543,5351250,408.02, Kepler-150 d  ,12.56091384,0.027591, PPPP
544,5351250,408.03, Kepler-150 e  ,30.82609632,0.024552, PPPP
545,5351250,408.04, Kepler-150 b  ,3.42804548,0.012318, PPPP
547,5351250,408.06,               ,637.2480608,0.038037, PNNN
548,5444548,409.01, Kepler-545 b  ,13.24934031,0.023157, PPPP
551,5683743,412.01, Kepler-546 b  ,4.14702164,0.055256, PPPP
552,5791986,413.01, Kepler-151 b  ,15.22895588,0.030371, PPPP
553,5791986,413.02, Kepler-151 c  ,24.67475514,0.023112, PPPP
557,6508221,416.01, Kepler-152 b  ,18.20795268,0.035777, PPPP
558,6508221,416.02, Kepler-152 c  ,88.25536892,0.030343, PPPP
559,6508221,416.03,               ,9.74756597,0.009377, PPPP
560,6508221,416.04,               ,31.53403359,0.009533, PPNP
561,6508221,416.05,               ,4.11955211,0.006473, PNNN
565,8352537,420.01, Kepler-547 b  ,6.01038389,0.045817, PPPP
566,9115800,421.01, Kepler-548 b  ,4.4541941,0.11774, PPPP
572,10016874,426.01,               ,16.30141788,0.028254, PPPP
573,10189546,427.01,               ,24.61485437,0.038092, PPPP
574,10189546,427.02, Kepler-549 b  ,42.94955401,0.027878, PPPP
575,10189546,427.03, Kepler-549 c  ,117.0424474,0.025121, PPPP
576,10418224,428.01, Kepler-40 b   ,6.87316644,0.056507, PPPP
577,10616679,429.01, Kepler-550 b  ,8.60009903,0.047537, PPPP
578,10717241,430.01, Kepler-551 b  ,12.37645383,0.037211, PPPP
579,10717241,430.02,               ,9.34045389,0.013163, PPPP
580,10843590,431.01, Kepler-153 b  ,18.87018342,0.030058, PPPP
581,10843590,431.02, Kepler-153 c  ,46.90266828,0.026028, PPPP
582,10858832,432.01, Kepler-552 b  ,5.26341548,0.029453, PPPP
583,10937029,433.01, Kepler-553 b  ,4.03046803,0.04818, PPPP
584,10937029,433.02, Kepler-553 c  ,328.240228,0.117949, PPPP
586,11709124,435.01, Kepler-154 d  ,20.5498169,0.035925, PPPP
588,11709124,435.03, Kepler-154 b  ,33.04053863,0.022025, PPPP
589,11709124,435.04, Kepler-154 e  ,3.93278092,0.014033, PPPP
590,11709124,435.05, Kepler-154 c  ,62.30263211,0.026661, PPPP
591,11709124,435.06, Kepler-154 f  ,9.91939956,0.012479, PPPP
594,12302530,438.01, Kepler-155 b  ,5.93119261,0.028991, PPPP
595,12302530,438.02, Kepler-155 c  ,52.66157091,0.030114, PPPP
596,12470954,439.01, Kepler-554 b  ,1.90220863,0.043454, PPPP
598,2438264,440.01, Kepler-156 c  ,15.90688861,0.027191, PPPP
599,2438264,440.02, Kepler-156 b  ,4.97345963,0.02448, PPPP
601,3745690,442.01, Kepler-157 c  ,13.54053864,0.019637, PPPP
602,3745690,442.02, Kepler-157 b  ,1.73234167,0.012409, PPPP
603,3745690,442.03, Kepler-157 d  ,7.0257493,0.012677, PPPP
604,3833007,443.01, Kepler-555 b  ,16.21773102,0.025307, PPPP
605,3847138,444.01, Kepler-556 b  ,11.72291777,0.020122, PPPP
607,4633570,446.01, Kepler-158 b  ,16.70921713,0.025927, PPPP
