,KOI_inner,Period_inner,KOI_outer,Period_outer,Period Ratios
454,1015.01,9.42885228,1015.03,16.99740881,1.8027017822788503
455,1050.01,1.26909176,1050.02,2.85313472,2.248170549937224
456,1052.02,6.84619728,1052.01,17.02904726,2.487373145051993
457,1052.01,17.02904726,1052.04,43.13122259,2.532803035394242
458,1052.04,43.13122259,1052.03,67.83179028,1.572684153305843
459,1053.01,1.2248724,1053.02,46.24540955,37.755287448717105
460,1060.02,4.75797889,1060.04,8.19342614,1.7220391955122776
461,1060.04,8.19342614,1060.01,12.10967032,1.4779739407036383
462,1060.01,12.10967032,1060.03,20.4963261,1.6925585551366193
463,1069.02,2.46695727,1069.01,8.70420747,3.528317079444185
464,1070.01,6.61835226,1070.02,107.7218881,16.276239744905933
465,1078.01,3.35372858,1078.02,6.87745515,2.050689251066346
466,1078.02,6.87745515,1078.03,28.46459622,4.138826876973527
467,1082.03,1.19654725,1082.02,4.09667991,3.4237510553803867
468,1082.02,4.09667991,1082.01,6.50324324,1.5874423637847752
469,1082.01,6.50324324,1082.04,9.65506241,1.4846534342455258
470,1083.02,4.57790616,1083.01,7.3368925,1.6026742889810568
471,1089.02,12.2182842,1089.01,86.67858685,7.094170133151756
472,1102.04,4.24433553,1102.02,8.14510034,1.9190519416828482
473,1102.02,8.14510034,1102.01,12.33348408,1.514221257586128
474,1102.01,12.33348408,1102.03,18.99831911,1.5403854244890711
475,1106.01,7.42605905,1106.03,13.23010172,1.7815777697054538
476,1106.03,13.23010172,1106.02,15.9867378,1.2083609134941709
477,1108.02,1.47532899,1108.03,4.15246338,2.814601629972716
478,1108.03,4.15246338,1108.01,18.92542004,4.557636830983925
479,1110.02,3.718438,1110.01,8.73488977,2.349075006763593
480,1113.01,25.93403983,1113.02,83.44638018,3.2176390846547105
481,1127.03,2.83669453,1127.01,5.32668251,1.8777779749164605
482,1127.01,5.32668251,1127.02,8.12804153,1.5259106422695352
483,1148.01,11.47606688,1148.02,25.26323854,2.201384743062773
484,1151.03,5.24969846,1151.02,7.41088006,1.4116772832700948
485,1151.02,7.41088006,1151.01,10.43545334,1.4081260599972523
486,1151.01,10.43545334,1151.04,17.45319318,1.6724901747296776
487,1151.04,17.45319318,1151.05,21.72027051,1.244486913425661
488,1161.03,2.97138076,1161.01,6.0573033,2.038548334680608
489,1161.01,6.0573033,1161.02,10.93721736,1.8056248495927223
490,1163.01,2.93652977,1163.02,8.01499694,2.7294110966904994
491,1165.02,4.29263721,1165.01,7.05394442,1.643265916711373
492,1165.01,7.05394442,1165.03,11.14580908,1.5800817835193546
493,1175.02,17.15709398,1175.01,31.59244542,1.8413634300090256
494,1194.03,4.17629424,1194.01,8.70793158,2.0850857433838286
495,1194.01,8.70793158,1194.02,14.86216896,1.706739289745315
496,1196.02,11.63491432,1196.03,33.19813607,2.8533202013300256
497,1198.02,10.30061924,1198.01,16.08826322,1.561873402477112
498,1198.01,16.08826322,1198.03,35.67556697,2.217490258715446
499,1203.02,14.12835319,1203.01,31.88385912,2.2567286286817407
500,1203.01,31.88385912,1203.03,48.64813648,1.5257919782202323
501,1215.01,17.32418683,1215.02,33.00640312,1.9052209170847416
502,1221.01,30.15979261,1221.02,51.07739536,1.6935592369777903
503,1236.02,12.30971149,1236.01,35.73391416,2.9029042791968798
504,1236.01,35.73391416,1236.03,54.4114068,1.5226825294416615
505,1236.03,54.4114068,1236.04,98.35919826,1.807694453141763
506,1239.01,0.7832745,1239.02,3.1740504,4.052283586405532
507,1240.01,2.13955509,1240.02,4.80709495,2.2467731597413554
508,1240.02,4.80709495,1240.03,9.82541584,2.0439404551391274
509,1241.02,10.50071206,1241.01,21.40536165,2.0384676322607405
510,1258.02,14.64632731,1258.01,36.33749126,2.480996804925289
511,1258.01,36.33749126,1258.03,148.2723105,4.080422323024179
512,1261.02,15.1942123,1261.01,133.4608138,8.783661249750999
513,1270.01,5.72933165,1270.02,11.60910484,2.0262581308240377
514,1276.03,7.70974541,1276.02,13.26071518,1.7199939135214584
515,1276.02,13.26071518,1276.01,22.7902174,1.7186265665650169
516,1278.03,9.22083801,1278.04,13.64007155,1.4792659338779557
517,1278.04,13.64007155,1278.01,24.80566736,1.8185877741968297
518,1278.01,24.80566736,1278.02,44.34723441,1.7877863863284507
519,1279.02,9.65181407,1279.01,14.37454235,1.4893099106290595
520,1298.01,11.00817355,1298.02,92.749692,8.425529592054804
521,1301.01,12.6990945,1301.02,37.51434732,2.954096240483918
522,1305.01,2.63384407,1305.02,6.18666724,2.3489117334117657
523,1306.01,1.79631631,1306.02,3.46807214,1.930657824957343
524,1306.02,3.46807214,1306.03,5.91427708,1.7053500738309324
525,1306.03,5.91427708,1306.04,29.22129979,4.940806694501368
526,1307.02,20.34231546,1307.01,44.85181203,2.2048528407788246
527,1310.01,19.12942182,1310.02,144.6838917,7.563422097197499
528,1332.02,6.09748969,1332.01,19.30578896,3.1661864048186694
529,1332.01,19.30578896,1332.03,56.63841999,2.9337531922342115
530,1336.04,4.45817348,1336.01,10.21868514,2.292123710717511
531,1336.01,10.21868514,1336.02,15.57355475,1.5240272634528007
532,1336.02,15.57355475,1336.03,40.1011493,2.5749515729541455
533,1338.01,3.22296839,1338.03,21.01182965,6.519402956353536
534,1338.03,21.01182965,1338.02,42.03714532,2.000641829875106
535,1342.01,3.77360533,1342.02,8.18185006,2.1681785307421113
536,1353.02,34.54399807,1353.03,66.01646112,1.9110833953332258
537,1353.03,66.01646112,1353.01,125.8654422,1.9065766335340333
538,1358.04,2.34585905,1358.03,3.64833292,1.555222561219098
539,1358.03,3.64833292,1358.01,5.64492487,1.5472614461949925
540,1358.01,5.64492487,1358.02,8.74287505,1.5488027301238467
541,1359.01,37.10107953,1359.02,104.8204406,2.825266594068833
542,1360.03,0.76401565,1360.02,14.58931266,19.095567819847666
543,1360.02,14.58931266,1360.01,36.77055611,2.520376179942668
544,1363.01,3.54655078,1363.02,5.70071253,1.6073962798299477
545,1364.05,2.58083692,1364.04,3.71548205,1.4396423195929793
546,1364.04,3.71548205,1364.02,7.0556802,1.898994559804158
547,1364.02,7.0556802,1364.03,11.97890111,1.6977670147238249
548,1364.03,11.97890111,1364.01,20.83424102,1.7392447628278316
549,1366.01,19.25402827,1366.02,54.15611972,2.8127163293086825
550,1396.02,3.70120662,1396.01,6.62644797,1.7903480270982548
551,1404.01,13.32390445,1404.02,18.90618296,1.4189671676908489
552,1413.01,12.64500199,1413.02,21.52618726,1.7023474790295385
553,1413.02,21.52618726,1413.03,33.88433254,1.5740981963379985
554,1422.01,5.84163696,1422.03,10.86440372,1.8598217921436873
555,1422.03,10.86440372,1422.02,19.8503022,1.8270954128350452
556,1422.02,19.8503022,1422.05,34.14210338,1.7199790227878746
557,1422.05,34.14210338,1422.04,63.33550636,1.8550557842051731
558,1426.01,38.86857676,1426.02,74.92841333,1.927737508699045
559,1426.02,74.92841333,1426.03,150.0216791,2.0022001325354903
560,1427.01,2.61302287,1427.02,4.88440417,1.8692542748391636
561,1430.01,10.47547226,1430.02,22.92873069,2.188801623536541
562,1430.02,22.92873069,1430.03,77.4743516,3.378920213572451
563,1432.03,2.92722182,1432.01,6.88597657,2.352393154134113
564,1432.01,6.88597657,1432.02,15.05495546,2.1863210405898896
565,1432.02,15.05495546,1432.04,38.28607433,2.5430878511546253
566,1435.02,10.44638062,1435.01,40.71513857,3.897535428878524
567,1436.01,2.50855472,1436.03,5.41907617,2.160238374230083
568,1436.03,5.41907617,1436.02,13.75124199,2.537562041686526
569,1445.01,7.1689665,1445.03,20.02761303,2.793654152240773
570,1475.01,1.6093192,1475.03,4.72943361,2.9387790874551176
571,1475.03,4.72943361,1475.02,9.51219279,2.0112752550088127
572,1480.02,7.00449357,1480.01,20.38179524,2.9098171104467156
573,1486.02,30.18365103,1486.01,127.2825278,4.216936104697603
574,1498.02,2.42150496,1498.01,5.83377208,2.409151406404718
575,1499.02,0.84059639,1499.03,6.20922062,7.38668485121617
576,1499.03,6.20922062,1499.01,14.16399045,2.2811221112642635
577,1515.01,1.93703277,1515.02,7.06117729,3.6453576828233007
578,1519.01,5.1443525,1519.02,57.1330809,11.105980956787079
579,1522.02,12.6548733,1522.01,33.38569398,2.63816896373036
580,1525.01,7.71466918,1525.02,11.80600303,1.5303317296620618
581,1529.02,11.86959954,1529.01,17.97740337,1.514575391479467
582,1534.02,7.63844278,1534.01,20.42222647,2.67361123964589
583,1557.04,1.49914177,1557.01,3.29570206,2.198392524277407
584,1557.01,3.29570206,1557.03,5.31595232,1.6129954174316352
585,1557.03,5.31595232,1557.02,9.65348279,1.8159460824509426
586,1563.03,3.20541109,1563.01,5.48712478,1.7118318449444188
587,1563.01,5.48712478,1563.02,8.29085153,1.510964642214679
588,1563.02,8.29085153,1563.04,16.73878229,2.0189460912949193
589,1567.02,4.6461998,1567.01,7.24020008,1.5583057964920064
590,1567.01,7.24020008,1567.03,17.32677828,2.3931352847364957
591,1567.03,17.32677828,1567.04,44.84125679,2.5879742942032964
592,1573.02,7.13693579,1573.01,24.81102806,3.4764258485783577
593,1574.03,5.83391524,1574.04,8.97721049,1.5387968663733962
594,1574.04,8.97721049,1574.01,114.7366498,12.78087997689358
595,1574.01,114.7366498,1574.02,191.2388431,1.666763352715568
596,1576.01,10.41573181,1576.02,13.08424809,1.2562005559165794
597,1581.01,29.54178625,1581.02,144.5531616,4.893176071910682
598,1589.04,4.22453347,1589.01,8.72588834,2.0655270935751395
599,1589.01,8.72588834,1589.02,12.88282392,1.4763911040374373
600,1589.02,12.88282392,1589.03,27.43452289,2.1295426422315025
601,1589.03,27.43452289,1589.05,44.55132164,1.6239145772146504
602,1590.02,2.35575084,1590.03,4.74670612,2.0149440422145832
603,1590.03,4.74670612,1590.01,12.89015147,2.715599226943504
604,1593.01,9.69504823,1593.02,15.38249624,1.586634318373061
605,1596.01,5.92366352,1596.02,105.3586273,17.78605873616535
606,1598.03,13.93065877,1598.01,56.47574045,4.054061001883259
607,1598.01,56.47574045,1598.02,92.87480581,1.644507979354877
608,1599.02,13.61659692,1599.01,20.40772083,1.4987387046777618
609,1601.01,10.35069435,1601.02,62.92173128,6.0789865058666335
610,1602.02,3.03361827,1602.01,9.97707691,3.2888372965923627
611,1608.01,9.17614002,1608.02,19.73836806,2.151053494931303
612,1608.02,19.73836806,1608.03,232.0486005,11.75622015936813
613,1613.01,15.86619279,1613.03,20.60559108,1.2987104942394943
614,1613.03,20.60559108,1613.02,94.09228694,4.566347384779801
615,1627.03,3.80674591,1627.02,5.93917354,1.5601707286000603
616,1627.02,5.93917354,1627.01,10.29672509,1.7336966196815324
617,1628.02,1.77245342,1628.01,19.74737352,11.141265150990542
618,1628.01,19.74737352,1628.03,37.83931904,1.9161697124772874
619,1647.03,6.3302697,1647.01,14.97032924,2.3648801630047456
620,1647.01,14.97032924,1647.02,32.27526962,2.1559492181215383
621,1650.01,6.53193542,1650.02,100.8278571,15.436138084169853
622,1681.02,1.99281385,1681.03,3.53108051,1.771906849202197
623,1681.03,3.53108051,1681.01,6.93904714,1.9651342189306242
624,1681.01,6.93904714,1681.04,21.91417008,3.158095000346114
625,1692.02,2.46108358,1692.01,5.96040164,2.4218607155145864
626,1707.01,96.11608761,1707.02,265.4749794,2.762024401962651
627,1713.02,2.24048755,1713.01,6.8277963,3.0474600494878894
628,1718.01,67.66912552,1718.02,153.3568137,2.266274501429378
629,1750.02,2.53741354,1750.01,7.76842297,3.0615517918297224
630,1751.01,8.68929045,1751.02,20.99736435,2.416464781655446
631,1760.01,5.52415858,1760.02,8.77512463,1.588499769316905
632,1779.01,4.66271294,1779.02,11.81500993,2.5339346603653454
633,1781.02,3.00515626,1781.01,7.8344328,2.6069968155333125
634,1781.01,7.8344328,1781.03,58.01985749,7.405750865589146
635,1783.01,134.4787057,1783.02,284.067793,2.112362634079099
636,1788.01,71.52541782,1788.02,369.0694537,5.159976200751399
637,1792.03,9.10965408,1792.01,88.40678338,9.704735504073058
638,1805.03,4.36273707,1805.01,6.94135846,1.5910558781393627
639,1805.01,6.94135846,1805.02,31.78199464,4.5786418931028665
640,1806.03,8.37148668,1806.02,17.93449664,2.142331144460472
641,1809.02,4.91537814,1809.01,13.09393156,2.663870649837736
642,1815.02,1.74611828,1815.01,3.12686261,1.7907507445600994
643,1820.02,1.65388641,1820.01,4.33721967,2.6224410840887193
644,1824.02,1.67832955,1824.01,3.55382928,2.11748001457759
645,1830.01,13.22712439,1830.02,198.7109261,15.022987630647057
646,1831.02,4.38535684,1831.04,13.97940951,3.1877473190984387
647,1831.04,13.97940951,1831.03,34.20593543,2.4468798489329036
648,1831.03,34.20593543,1831.01,51.80987798,1.5146458451933063
649,1832.01,4.54442859,1832.02,12.76218266,2.8083140503259623
650,1832.02,12.76218266,1832.03,38.71471336,3.0335495417521314
651,1833.01,3.69298793,1833.03,5.70939527,1.5460097293088093
652,1833.03,5.70939527,1833.02,7.68434094,1.3459115329389342
653,1835.02,2.24828597,1835.01,4.58034978,2.0372629821641417
654,1835.01,4.58034978,1835.03,6.76690755,1.4773779023487592
655,1837.02,1.68293375,1837.01,34.17313763,20.305693928831126
656,1839.01,9.59069489,1839.02,80.41045666,8.384215907425244
657,1840.01,7.03934066,1840.02,9.38895232,1.3337829171063302
658,1843.03,0.17689174,1843.01,4.19450203,23.712254908001924
659,1843.01,4.19450203,1843.02,6.35581289,1.5152723361538105
660,1845.01,1.97034132,1845.02,5.05820977,2.5671743868214674
661,1858.02,86.05572743,1858.01,116.3312162,1.3518125948633328
662,1860.03,3.07644041,1860.01,6.3194466,2.054142371637876
663,1860.01,6.3194466,1860.02,12.20950873,1.9320534696819813
664,1860.02,12.20950873,1860.04,24.84327724,2.0347483088289664
665,1867.01,2.54956563,1867.03,5.21229969,2.0443873374618717
666,1867.03,5.21229969,1867.02,13.96953338,2.680109397163232
667,1871.02,32.3764041,1871.01,92.72976629,2.86411566904059
668,1873.02,34.91831041,1873.01,71.31208617,2.042254775007025
669,1874.02,7.41635012,1874.01,18.68483463,2.5194110752149874
670,1875.02,0.53835504,1875.01,9.91723167,18.421359387663575
671,1884.02,4.77502322,1884.01,23.09439492,4.836498977276178
672,1889.03,4.88626877,1889.02,9.18184049,1.8791108148559745
673,1889.02,9.18184049,1889.01,14.30517935,1.5579860449089546
674,1891.02,8.25983738,1891.01,15.95542912,1.9316880449285552
675,1895.01,8.45747329,1895.02,17.28125508,2.043311812812122
676,1895.02,17.28125508,1895.03,32.13408541,1.8594763668056449
677,1899.02,10.52298506,1899.01,19.76172836,1.877958416487574
678,1905.01,7.62636346,1905.02,15.99569913,2.0974215579806628
679,1905.02,15.99569913,1905.03,34.21109238,2.1387681839949684
680,1908.01,12.55111718,1908.02,24.08862506,1.9192415077109493
681,1909.02,5.47031904,1909.01,12.75800293,2.332222825892071
682,1909.01,12.75800293,1909.03,25.09843925,1.967270221500098
683,1910.02,18.38476743,1910.01,34.26853157,1.8639632892000093
684,1915.01,6.56226819,1915.02,67.84503837,10.33865675794637
685,1916.03,2.02482998,1916.02,9.5999319,4.741105176643029
686,1916.02,9.5999319,1916.01,20.67860451,2.154036583322013
687,1920.02,10.13832649,1920.01,16.57100367,1.6344910263390027
688,1922.01,1.95452692,1922.03,105.655092,54.056606188877666
689,1929.02,3.29277003,1929.01,9.69309435,2.9437507817695976
690,1930.04,9.34143183,1930.01,13.72714466,1.4694904282141512
691,1930.01,13.72714466,1930.02,24.31093759,1.7710119760623255
692,1930.02,24.31093759,1930.03,44.43018521,1.827580077712667
693,1931.01,4.97759177,1931.03,6.98795025,1.4038817510339945
694,1931.03,6.98795025,1931.02,10.55837881,1.5109407526191247
695,1932.02,14.84449786,1932.01,22.82440704,1.5375667978303713
696,1942.02,2.43369249,1942.01,10.84965746,4.458105329486389
697,1952.03,5.1956508,1952.01,8.01037667,1.541746545014149
698,1952.01,8.01037667,1952.02,27.66672706,3.4538609356056664
699,1952.02,27.66672706,1952.04,42.47268804,1.5351540479613204
700,1955.03,1.64422616,1955.01,15.1701932,9.226342196136812
701,1955.01,15.1701932,1955.04,26.23467287,1.7293565430663072
702,1955.04,26.23467287,1955.02,39.45791107,1.5040367099496446
703,1960.01,8.96841475,1960.02,23.22191288,2.5892996173041616
704,1970.01,21.96398003,1970.02,125.6023385,5.718560039138772
705,1972.02,1.2262237,1972.01,17.79107759,14.508835206822377
706,1977.02,7.41553664,1977.01,9.38742403,1.265912972415709
707,1978.01,6.51111031,1978.02,23.8515675,3.663210476309685
708,1986.02,7.12766155,1986.01,148.460541,20.82878654640946
709,1992.01,12.79823365,1992.02,27.32130233,2.1347713346364796
710,1992.02,27.32130233,1992.03,85.5160012,3.1300118920795237
711,1996.02,7.073806,1996.01,10.13203033,1.4323308173845875
712,2004.03,1.72109733,2004.02,3.18896922,1.8528697734950295
713,2004.02,3.18896922,2004.01,56.18834277,17.61959394829154
714,2007.01,15.37899545,2007.02,21.12860126,1.3738609474652
715,2011.01,7.05677259,2011.02,17.26523967,2.446619818026473
716,2012.01,34.85376644,2012.02,180.9235823,5.190933456544962
717,2018.02,16.09889946,2018.01,27.49571917,1.707925391938562
718,2022.01,5.92971604,2022.02,12.24754047,2.0654514292728257
719,2025.03,11.18965384,2025.01,17.84848231,1.5950879772702604
720,2025.01,17.84848231,2025.02,26.13621077,1.4643379933405665
721,2028.02,37.05503257,2028.01,57.2486346,1.5449624687780972
722,2028.01,57.2486346,2028.03,142.546674,2.489957620753456
723,2029.04,4.78847692,2029.03,6.88724533,1.4382956094523685
724,2029.03,6.88724533,2029.02,10.05538883,1.460001546075316
725,2029.02,10.05538883,2029.01,16.33270729,1.6242740649940632
726,2034.02,2.37027961,2034.01,3.60931812,1.5227393868523387
727,2036.02,5.79533425,2036.01,8.4110256,1.4513443465318676
728,2037.02,5.477158,2037.03,8.56266099,1.5633401464774248
729,2037.03,8.56266099,2037.01,73.75811578,8.613924557580786
730,2038.01,8.30542284,2038.02,12.51345816,1.5066611780117387
731,2038.02,12.51345816,2038.03,17.91327996,1.431521145550384
732,2038.03,17.91327996,2038.04,25.21486084,1.4076071437673214
733,2039.02,0.76212852,2039.01,5.42585329,7.119341617080542
734,2045.01,5.47665173,2045.03,16.93512559,3.092240738484935
735,2045.03,16.93512559,2045.02,24.2095264,1.429545135129996
736,2051.02,11.03192766,2051.01,25.76246263,2.3352639197780967
737,2053.02,4.61268188,2053.01,13.12159412,2.844677881839967
738,2055.03,2.5047528,2055.02,4.02583093,1.6072767460325825
739,2055.02,4.02583093,2055.04,6.1308059,1.5228672059509465
740,2055.04,6.1308059,2055.01,8.67891788,1.4156243113160702
741,2059.02,2.18566186,2059.01,6.14728796,2.812552148391334
742,2061.02,1.09000705,2061.01,14.14951034,12.981118186345675
743,2073.02,6.47537943,2073.03,16.85823589,2.6034359951012167
744,2073.03,16.85823589,2073.01,49.50026916,2.9362662548435847
745,2076.01,56.77646183,2076.02,219.3217399,3.8628990400404457
746,2078.01,18.7842562,2078.02,161.5147736,8.598411982903002
747,2080.02,34.06062917,2080.01,83.48871448,2.4511794560018108
748,2086.01,7.13295045,2086.02,8.91897737,1.2503910454053413
749,2086.02,8.91897737,2086.03,11.89824703,1.3340371363673502
750,2086.03,11.89824703,2086.04,335.5198537,28.199099653421804
751,2092.02,25.56387152,2092.01,57.68938988,2.2566765693086226
752,2092.01,57.68938988,2092.03,77.08943467,1.336284450751761
753,2093.03,0.49606935,2093.02,2.50814761,5.056042285216774
754,2093.02,2.50814761,2093.01,6.78344102,2.704562121046775
755,2094.01,42.42646219,2094.02,198.6802534,4.6829323762665584
756,2098.01,25.08229622,2098.02,89.72246309,3.577123174969026
757,2103.01,2.54307621,2103.02,3.66521076,1.4412508542164373
758,2111.01,3.28972617,2111.02,7.18646436,2.1845174913144825
759,2113.02,12.33087707,2113.01,15.94250901,1.292893353773415
760,2135.03,8.48651178,2135.02,20.18919494,2.3789744789584204
761,2135.02,20.18919494,2135.01,55.18668757,2.7334763834817872
762,2147.02,10.32723171,2147.01,37.86573851,3.666591355099943
763,2148.03,3.61456972,2148.02,7.54240326,2.0866669740153747
764,2148.02,7.54240326,2148.01,11.93206303,1.5819974905452086
765,2150.01,18.50862001,2150.02,44.70637391,2.41543528830597
766,2153.02,25.74585245,2153.01,59.9805575,2.329717286172049
767,2158.01,4.5620462,2158.02,6.68238066,1.4647770686758936
768,2162.01,108.5928077,2162.02,199.668008,1.8386853810024473
769,2163.01,10.66493632,2163.02,17.78345269,1.6674691865389404
770,2163.02,17.78345269,2163.03,28.22496547,1.587147668229324
771,2167.01,24.33963322,2167.03,76.53773375,3.1445721904760897
772,2168.01,3.28193816,2168.02,12.51606379,3.813619629566695
773,2169.02,3.26662197,2169.03,4.27223792,1.30784582949462
774,2169.03,4.27223792,2169.01,5.45297445,1.276374245093541
775,2172.01,10.44091844,2172.02,116.5842582,11.166092223587945
776,2173.01,37.81548396,2173.02,53.57863865,1.4168439231578724
777,2174.04,3.01610646,2174.01,6.69329801,2.2191849322188713
778,2174.01,6.69329801,2174.03,7.72516951,1.1541648823133754
779,2174.03,7.72516951,2174.02,33.13623937,4.289386702402599
780,2175.01,26.84738298,2175.02,72.38258324,2.6960759376033607
781,2179.02,2.73276817,2179.01,14.87154509,5.441934392114938
782,2183.02,4.57947332,2183.01,19.02309588,4.153992075228424
783,2183.01,19.02309588,2183.03,150.3814056,7.90520147449312
784,2193.01,2.36172471,2193.02,4.16287284,1.7626410150063598
785,2194.01,34.76298361,2194.02,67.96842021,1.9551952436685571
786,2194.02,67.96842021,2194.03,445.2180022,6.550365608387295
787,2195.03,6.84974223,2195.01,20.0546569,2.9277973136224134
788,2195.01,20.0546569,2195.02,30.09016159,1.5004076978250374
789,2199.02,3.05294188,2199.01,9.03319745,2.9588501206580453
790,2209.01,18.30286053,2209.02,35.50343668,1.9397752947855742
791,2210.01,2.88889638,2210.02,210.6311201,72.91058327955675
792,2218.01,5.53535102,2218.02,16.72627945,3.021719740909945
793,2220.03,1.89782214,2220.01,3.28279781,1.7297710574711707
794,2220.01,3.28279781,2220.02,5.0281665,1.5316710900328034
795,2220.02,5.0281665,2220.04,7.66463518,1.524339971637773
796,2220.04,7.66463518,2220.05,11.92923256,1.5563992649158287
797,2232.02,12.83495888,2232.01,101.1326751,7.87947012885171
798,2236.02,12.12565284,2236.01,19.98652318,1.6482842980683585
799,2243.01,5.18557989,2243.02,8.4580914,1.6310791810016838
800,2243.02,8.4580914,2243.03,31.44568806,3.717823155706262
801,2248.03,0.76196218,2248.04,2.64622956,3.4729145743165364
802,2248.04,2.64622956,2248.01,2.81814116,1.0649647342009134
803,2248.01,2.81814116,2248.05,4.74507981,1.6837622888982609
804,2250.02,0.62628074,2250.01,2.93535923,4.686970303445704
805,2257.01,32.56357099,2257.02,59.28413978,1.820566294716438
806,2263.02,9.47852438,2263.03,15.59458181,1.6452541751018843
807,2263.03,15.59458181,2263.01,29.96864759,1.921734609823436
808,2264.02,7.2510578,2264.01,33.24087071,4.584278822049936
809,2278.02,4.92030924,2278.01,14.17233466,2.8803747831101774
810,2279.02,12.5094778,2279.01,27.0141931,2.159498064739361
811,2287.01,16.09229093,2287.02,28.9061109,1.796270712836286
812,2289.02,20.0984816,2289.01,62.78425554,3.123830784311587
813,2298.03,2.47241084,2298.01,16.66710278,6.741235117703981
814,2298.01,16.66710278,2298.02,31.80591683,1.9083050755627489
815,2303.01,4.89332104,2303.02,8.93485516,1.8259286662295102
816,2321.02,36.25118517,2321.01,95.61140431,2.637469750620018
817,2327.01,5.60013681,2327.02,46.33361872,8.273658357285738
818,2333.01,3.93082066,2333.02,7.63006853,1.9410879279341122
819,2352.02,5.6290675,2352.03,8.2562501,1.4667171960542313
820,2352.03,8.2562501,2352.01,13.39147403,1.6219801808087182
821,2357.01,2.42087926,2357.02,15.90435487,6.569660508389006
822,2365.01,35.96836143,2365.02,110.9771584,3.085410454851515
823,2369.03,7.22748153,2369.01,11.01821433,1.5244887564589873
824,2374.01,5.26214174,2374.02,12.16282676,2.3113833417949703
825,2393.02,0.7666926,2393.01,4.60301932,6.003735160610654
826,2413.01,12.90463929,2413.02,31.20213018,2.417900220130833
827,2414.01,22.59681542,2414.02,45.34836333,2.0068475352444155
828,2420.02,5.46754034,2420.01,10.41728983,1.905297296809702
829,2421.01,2.27049952,2421.02,4.02320414,1.7719467036046763
830,2422.01,26.78395059,2422.02,57.38878929,2.1426558825652315
831,2433.08,3.37375965,2433.06,6.0632531,1.7971799206265329
832,2433.06,6.0632531,2433.02,10.04380879,1.6565049527620743
833,2433.02,10.04380879,2433.01,15.16213142,1.5095997680776239
834,2433.01,15.16213142,2433.04,27.90426394,1.8403919057971072
835,2433.04,27.90426394,2433.03,56.41581418,2.0217632079923624
836,2433.03,56.41581418,2433.07,86.43086179,1.5320325168796491
837,2439.01,5.19111924,2439.02,7.50181268,1.4451243235167912
838,2442.02,12.31028885,2442.01,25.19340477,2.046532382544379
839,2443.01,6.79167774,2443.02,11.83778475,1.7429838698442133
840,2449.02,0.91235131,2449.01,53.35857045,58.48467565635435
841,2450.02,7.19310749,2450.01,16.83206369,2.340026714935133
842,2458.02,2.93659,2458.01,4.3540979,1.4827054168270002
843,2466.01,3.17323603,2466.02,13.29723692,4.190434242611319
844,2473.01,3.24414738,2473.03,14.51244174,4.473422455918141
845,2485.02,3.6008407,2485.03,5.72716427,1.5905075361984218
846,2485.03,5.72716427,2485.01,9.99116477,1.7445221228131456
847,2498.01,6.73804605,2498.02,13.06023239,1.938281853980502
848,2521.02,4.86630538,2521.01,28.47481322,5.85142340984774
849,2523.02,2.61090571,2523.01,13.03140708,4.991144272306946
850,2529.01,16.79708753,2529.02,64.00157095,3.8102778732141314
851,2533.01,6.03354343,2533.03,26.11513055,4.328323953077106
852,2534.01,3.02558432,2534.02,5.42197778,1.7920431911810013
853,2541.01,7.4168568,2541.02,20.48579208,2.7620584612069092
854,2554.02,10.27120938,2554.01,39.75580407,3.8706059431922517
855,2563.02,6.2614703,2563.01,23.47700398,3.749439485483146
856,2564.02,17.66396615,2564.01,66.5577045,3.767993209158182
857,2579.01,2.72960744,2579.02,3.59647062,1.3175779664492706
858,2579.02,3.59647062,2579.03,10.30132666,2.864287727727914
859,2585.01,5.34182216,2585.03,7.87845619,1.4748630624573242
860,2585.03,7.87845619,2585.02,10.42309397,1.3229868541034562
861,2593.02,9.55404765,2593.01,14.79670528,1.5487368099948717
862,2595.01,9.18249038,2595.02,14.61372243,1.5914770204202489
863,2597.03,5.61355807,2597.01,8.00503248,1.4260175774755994
864,2597.01,8.00503248,2597.02,12.1307292,1.515387880100144
865,2610.01,24.10773551,2610.02,115.2283254,4.779724140917456
866,2612.01,4.61225771,2612.02,7.57302667,1.6419348497332775
867,2623.02,4.02657894,2623.01,5.57652377,1.3849284598900722
868,2650.02,7.05433509,2650.01,34.98978626,4.960040289211722
869,2672.02,42.9926169,2672.01,88.51077672,2.0587436425624976
870,2674.03,2.53575336,2674.02,11.17280657,4.406109342590006
871,2674.02,11.17280657,2674.01,197.5112454,17.67785418664059
872,2675.02,1.1161309,2675.01,5.44832831,4.881442051286279
873,2681.02,22.25108709,2681.01,135.4978788,6.089494785218604
874,2687.01,1.71683458,2687.02,8.16733499,4.757205548597466
875,2693.01,4.08141546,2693.03,6.83440524,1.6745183887748591
876,2693.03,6.83440524,2693.02,11.4194537,1.6708774646789895
877,2694.01,0.84337886,2694.02,6.56608414,7.785450230516806
878,2696.02,44.56517149,2696.01,96.45567261,2.1643734195355613
879,2704.02,2.98414433,2704.01,4.87122503,1.6323691119859474
880,2704.01,4.87122503,2704.03,8.15275543,1.6736560885178404
881,2707.02,14.42511329,2707.03,26.67582856,1.8492630195488744
882,2707.03,26.67582856,2707.01,58.0335465,2.17551055141434
