KIC,KOI,Kepler,Period,e_Period,T0,e_T0,Rp/R*,E+Rp/R*,e_Rp/R*,b,E+b,e_b,rho*M,E+rho*M,e_rho*M,u1,u2,TTVflag,nTTobs,nTT,Tdepth,e_Tdepth,TDur,e_TDur,ATDur,e_ATDur,S/N,MES,S/NImp,chi2W,chi2W0,a/R*,E+a/R*,e_a/R*,Inc,E+Inc,e_Inc,Rp,E+Rp,e_Rp,S0,E+S0,e_S0,Kmag,rho*,E+rho*,e_rho*,Teff,e_Teff,R*,E+R*,e_R*,M*,E+M*,e_M*,log(g)*,E+log(g)*,e_log(g)*,Z*,e_Z*,Source,Status,BRp,E+BRp,e_BRp,BS0,E+BS0,e_BS0,Brho*,E+Brho*,e_Brho*,Bteff,e_Bteff,BR*,E+BR*,e_BR*,BM*,E+BM*,e_BM*,Blog(g)*,E+Blog(g)*,e_Blog(g)*,BZ*,e_BZ*
8013439,2352.01, Kepler-381 c  ,13.39147403,0.00005677,775.806947,0.003788,0.006518,0.000301,0.000221,0.5392,0.1046,0.4931,2.73296,0.46995,1.45257,0.3138,0.3008, t0-6,101,101,49,2.3,3.349091,0.112483,3.355496,0.113364,24.5,18.3,-2.19,2911.3,3019,29.8647,1.791,6.2687,89.7074,0.2506,1.2531,1.034,0.057,0.044,228.68,11.93,10.1,10.421,0.52528,0.0251,0.02825,6347,62,1.45,0.03,0.03,1.14,0.03,0.03,4.218,0.091,0.091,-0.147,0.041,2, PPPP,1.056,0.053,0.048,207.76,20.45,17.31,0.4907,0.04754,0.04551,6136,6136,1.48,0.03,0.03,1.14,0.07,0.08,4.152,0.033,0.039,-0.168,0.128
8013439,2352.02, Kepler-381 b  ,5.6290675,0.00002191,788.262903,0.003348,0.005809,0.000295,0.000166,0.2369,0.4154,0.2085,0.85608,0.11774,0.45917,0.3138,0.3008, t0-7,233,232,39.2,1.5,3.802557,0.095976,3.709712,0.092905,32.2,23.3,-3.59,6406.3,6657,11.2838,0.5989,2.481,89.3484,0.6516,3.6489,0.923,0.053,0.038,729.26,34.03,34.03,10.421,0.52528,0.0251,0.02825,6347,62,1.45,0.03,0.03,1.14,0.03,0.03,4.218,0.091,0.091,-0.147,0.041,2, PPPP,0.945,0.047,0.043,658.57,66.54,51.18,0.4907,0.04754,0.04551,6136,6136,1.48,0.03,0.03,1.14,0.07,0.08,4.152,0.033,0.039,-0.168,0.128
8013439,2352.03, Kepler-381 d  ,8.2562501,0.00003017,780.966053,0.003659,0.005729,0.000317,0.000293,0.816,0.0262,0.6321,7.57385,1.99898,4.79755,0.3138,0.3008, t0-3,164,164,37.7,2.5,1.990008,0.111166,1.995719,0.106107,18.2,14.5,-4.19,3026.4,3192,30.6008,2.9977,6.9946,89.6775,0.3225,1.2899,0.903,0.064,0.044,436.61,20.22,20.22,10.421,0.52528,0.0251,0.02825,6347,62,1.45,0.03,0.03,1.14,0.03,0.03,4.218,0.091,0.091,-0.147,0.041,2, PPPP,0.917,0.064,0.044,394.13,41.61,32.01,0.4907,0.04754,0.04551,6136,6136,1.48,0.03,0.03,1.14,0.07,0.08,4.152,0.033,0.039,-0.168,0.128
