KIC,KOI,Kepler,Period,e_Period,T0,e_T0,Rp/R*,E+Rp/R*,e_Rp/R*,b,E+b,e_b,rho*M,E+rho*M,e_rho*M,u1,u2,TTVflag,nTTobs,nTT,Tdepth,e_Tdepth,TDur,e_TDur,ATDur,e_ATDur,S/N,MES,S/NImp,chi2W,chi2W0,a/R*,E+a/R*,e_a/R*,Inc,E+Inc,e_Inc,Rp,E+Rp,e_Rp,S0,E+S0,e_S0,Kmag,rho*,E+rho*,e_rho*,Teff,e_Teff,R*,E+R*,e_R*,M*,E+M*,e_M*,log(g)*,E+log(g)*,e_log(g)*,Z*,e_Z*,Source,Status,BRp,E+BRp,e_BRp,BS0,E+BS0,e_BS0,Brho*,E+Brho*,e_Brho*,Bteff,e_Bteff,BR*,E+BR*,e_BR*,BM*,E+BM*,e_BM*,Blog(g)*,E+Blog(g)*,e_Blog(g)*,BZ*,e_BZ*
11709124,435.01, Kepler-154 d  ,20.5498169,0.00003116,790.090309,0.00101,0.035925,0.00185,0.000264,0.6491,0.1189,0.3601,1.19606,0.04187,0.58611,0.4027,0.2619, t0-6,68,68,1564.9,15,5.432956,0.076876,5.21599,0.029934,123.1,93.7,0.14,3087.7,3192,29.7833,0.5246,5.9021,88.8158,1.0765,0.323,4.198,0.232,0.165,49.3,3,2.54,14.534,1.15535,0.08932,0.08115,5667,66,1.05,0.03,0.03,0.93,0.03,0.03,4.352,0.08,0.08,0.022,0.039,2, PPPP,4.213,0.234,0.146,50.48,5.31,4.42,1.15832,0.14565,0.13607,5746,5746,1.06,0.03,0.03,0.99,0.07,0.07,4.38,0.043,0.045,0.025,0.144
11709124,435.03, Kepler-154 b  ,33.04053863,0.00014908,788.072645,0.003196,0.022025,0.001248,0.000734,0.4309,0.1986,0.4035,7.51551,1.01154,3.84387,0.4027,0.2619, t0-6,38,38,580.6,23.6,3.372453,0.106994,3.244671,0.090358,27.5,21.2,-0.51,1161,1190,75.6116,4.1838,15.6894,89.922,0.0779,0.5297,2.527,0.177,0.123,26.15,1.55,1.31,14.534,1.15535,0.08932,0.08115,5667,66,1.05,0.03,0.03,0.93,0.03,0.03,4.352,0.08,0.08,0.022,0.039,2, PPPP,2.555,0.166,0.127,27.07,2.64,2.64,1.15832,0.14565,0.13607,5746,5746,1.06,0.03,0.03,0.99,0.07,0.07,4.38,0.043,0.045,0.025,0.144
11709124,435.04, Kepler-154 e  ,3.93278092,0.00001303,791.277991,0.002942,0.014033,0.000942,0.000446,0.3702,0.3169,0.3419,1.26034,0.19943,0.76145,0.4027,0.2619, t0-5,341,341,237.2,8.9,2.954182,0.107714,2.899306,0.088767,30.6,24.8,-6.13,8603.5,9021,10.1641,0.6272,2.5086,89.2698,0.7295,4.377,1.624,0.125,0.089,446.94,25.38,23.26,14.534,1.15535,0.08932,0.08115,5667,66,1.05,0.03,0.03,0.93,0.03,0.03,4.352,0.08,0.08,0.022,0.039,2, PPPP,1.628,0.129,0.078,461.52,45.76,42.24,1.15832,0.14565,0.13607,5746,5746,1.06,0.03,0.03,0.99,0.07,0.07,4.38,0.043,0.045,0.025,0.144
11709124,435.05, Kepler-154 c  ,62.30263211,0.00028419,735.12618,0.003456,0.026661,0.001205,0.000482,0.7115,0.0008,0.569,1.41262,0.10571,0.63425,0.4027,0.2619, t0-7,22,22,853.6,21.2,7.364254,0.132629,7.118032,0.094521,45,33.3,-0.08,1344.2,1365,66.0329,1.9505,12.0929,89.9175,0.066,0.5609,3.092,0.163,0.138,11.27,0.59,0.64,14.534,1.15535,0.08932,0.08115,5667,66,1.05,0.03,0.03,0.93,0.03,0.03,4.352,0.08,0.08,0.022,0.039,2, PPPP,3.103,0.179,0.119,11.54,1.17,1.08,1.15832,0.14565,0.13607,5746,5746,1.06,0.03,0.03,0.99,0.07,0.07,4.38,0.043,0.045,0.025,0.144
11709124,435.06, Kepler-154 f  ,9.91939956,0.00007215,793.988832,0.00651,0.012479,0.000826,0.000464,0.1631,0.4469,0.1339,1.00824,0.15874,0.50798,0.4027,0.2619, t0-4,136,136,182.2,11.5,4.344849,0.179742,4.272678,0.167658,18.8,14.6,-4.02,4908.9,5082,17.4742,1.078,3.388,89.553,0.4465,2.1207,1.436,0.11,0.076,130.71,7.22,7.22,14.534,1.15535,0.08932,0.08115,5667,66,1.05,0.03,0.03,0.93,0.03,0.03,4.352,0.08,0.08,0.022,0.039,2, PPPP,1.448,0.107,0.074,134.23,13.36,12.25,1.15832,0.14565,0.13607,5746,5746,1.06,0.03,0.03,0.99,0.07,0.07,4.38,0.043,0.045,0.025,0.144
