KIC,KOI,Kepler,Period,e_Period,T0,e_T0,Rp/R*,E+Rp/R*,e_Rp/R*,b,E+b,e_b,rho*M,E+rho*M,e_rho*M,u1,u2,TTVflag,nTTobs,nTT,Tdepth,e_Tdepth,TDur,e_TDur,ATDur,e_ATDur,S/N,MES,S/NImp,chi2W,chi2W0,a/R*,E+a/R*,e_a/R*,Inc,E+Inc,e_Inc,Rp,E+Rp,e_Rp,S0,E+S0,e_S0,Kmag,rho*,E+rho*,e_rho*,Teff,e_Teff,R*,E+R*,e_R*,M*,E+M*,e_M*,log(g)*,E+log(g)*,e_log(g)*,Z*,e_Z*,Source,Status,BRp,E+BRp,e_BRp,BS0,E+BS0,e_BS0,Brho*,E+Brho*,e_Brho*,Bteff,e_Bteff,BR*,E+BR*,e_BR*,BM*,E+BM*,e_BM*,Blog(g)*,E+Blog(g)*,e_Blog(g)*,BZ*,e_BZ*
10028792,1574.01, Kepler-87 b   ,114.7366498,0.00062685,786.570077,0.001068,0.066056,0.000649,0.000735,0.5949,0.0399,0.0548,0.38254,0.05762,0.04068,0.4117,0.2577, t117,10,10,4845.2,23.9,12.020439,0.09847,10.922865,0.032917,230.6,196.2,0.38,1016,1154.5,65.0194,2.6634,2.841,89.4854,0.0603,0.0689,10.234,0.355,0.325,9.95,1.12,1.04,14.6,0.49208,0.06575,0.05749,5885,123,1.42,0.04,0.04,1.02,0.09,0.07,4.136,0.046,0.044,-0.144,0.153,1, PPPP,10.222,0.351,0.324,9.92,1.2,0.94,0.49208,0.06575,0.05749,5885,5885,1.42,0.04,0.04,1.02,0.09,0.07,4.136,0.046,0.044,-0.144,0.153
10028792,1574.02, Kepler-87 c   ,191.2388431,0.0026602,792.937078,0.007788,0.029636,0.003358,0.000863,0.8762,0.0426,0.4956,0.07426,0.29212,0.04409,0.4117,0.2577, t1-2,4,4,1058.2,31.6,15.731526,0.554622,15.03368,0.309001,36.8,27.2,-3.07,511,833.1,95.1233,3.931,36.0345,89.904,0.0823,0.6857,4.648,0.543,0.198,5.05,0.57,0.53,14.6,0.49208,0.06575,0.05749,5885,123,1.42,0.04,0.04,1.02,0.09,0.07,4.136,0.046,0.044,-0.144,0.153,1, PPFP,4.655,0.534,0.218,5.03,0.59,0.49,0.49208,0.06575,0.05749,5885,5885,1.42,0.04,0.04,1.02,0.09,0.07,4.136,0.046,0.044,-0.144,0.153
10028792,1574.03,               ,5.83391524,0.00005721,789.043331,0.003284,0.010691,0.000618,0.00054,0.3978,0.2358,0.3702,0.51766,0.05916,0.25636,0.4117,0.2577, t1-4,187,187,132.2,8.6,4.579852,0.097184,4.474778,0.088524,17.6,9.3,-5.91,7114,7291.3,9.7941,0.392,2.0254,89.3844,0.6155,4.0625,1.649,0.13,0.087,531.18,59.01,54.47,14.6,0.49208,0.06575,0.05749,5885,123,1.42,0.04,0.04,1.02,0.09,0.07,4.136,0.046,0.044,-0.144,0.153,1, PPPP,1.655,0.129,0.092,531.89,56.64,56.64,0.49208,0.06575,0.05749,5885,5885,1.42,0.04,0.04,1.02,0.09,0.07,4.136,0.046,0.044,-0.144,0.153
10028792,1574.04,               ,8.97721049,0.00015737,793.604519,0.010065,0.009071,0.000761,0.000635,0.7018,0.0042,0.6233,0.66258,0.15021,0.41726,0.4117,0.2577, t1--,119,119,93.2,11,4.626867,0.328073,4.569383,0.314322,10.3,7.4,10.27,0,5802.6,14.1893,1.4121,3.295,89.3812,0.6185,2.7833,1.403,0.134,0.109,299.81,31.91,31.91,14.6,0.49208,0.06575,0.05749,5885,123,1.42,0.04,0.04,1.02,0.09,0.07,4.136,0.046,0.044,-0.144,0.153,1, PPPP,1.41,0.119,0.119,302.2,30.09,32.82,0.49208,0.06575,0.05749,5885,5885,1.42,0.04,0.04,1.02,0.09,0.07,4.136,0.046,0.044,-0.144,0.153
