KIC,KOI,Kepler,Period,e_Period,T0,e_T0,Rp/R*,E+Rp/R*,e_Rp/R*,b,E+b,e_b,rho*M,E+rho*M,e_rho*M,u1,u2,TTVflag,nTTobs,nTT,Tdepth,e_Tdepth,TDur,e_TDur,ATDur,e_ATDur,S/N,MES,S/NImp,chi2W,chi2W0,a/R*,E+a/R*,e_a/R*,Inc,E+Inc,e_Inc,Rp,E+Rp,e_Rp,S0,E+S0,e_S0,Kmag,rho*,E+rho*,e_rho*,Teff,e_Teff,R*,E+R*,e_R*,M*,E+M*,e_M*,log(g)*,E+log(g)*,e_log(g)*,Z*,e_Z*,Source,Status,BRp,E+BRp,e_BRp,BS0,E+BS0,e_BS0,Brho*,E+Brho*,e_Brho*,Bteff,e_Bteff,BR*,E+BR*,e_BR*,BM*,E+BM*,e_BM*,Blog(g)*,E+Blog(g)*,e_Blog(g)*,BZ*,e_BZ*
8733898,2842.01, Kepler-446 b  ,1.56541081,0.00000195,1042.730003,0.001281,0.049116,0.00238,0.001133,0.3018,0.2751,0.2759,33.15746,6.47731,15.89886,0.3502,0.3642, t0-6,340,339,2793.3,89.4,0.762943,0.034021,0.707502,0.028983,47.8,33.5,-4.44,3019.6,3471,16.2988,1.2848,2.6865,89.5398,0.4601,1.8406,1.174,0.062,0.049,28.01,2.42,2.62,16.257,25.4275,1.22088,1.1653,3503,70,0.22,0.01,0.01,0.19,0.01,0.01,5.032,0.01,0.01,-0.228,0.114,1, PPPP,1.168,0.068,0.045,27.73,2.75,2.11,25.4275,1.22088,1.1653,3503,3503,0.22,0.01,0.01,0.19,0.01,0.01,5.032,0.01,0.01,-0.228,0.114
8733898,2842.02, Kepler-446 d  ,5.14891616,0.00001213,1039.466105,0.002991,0.04507,0.002627,0.001752,0.7186,0.0305,0.5815,53.33291,18.03076,31.55384,0.3502,0.3642, t0-6,96,96,2374.7,129.2,0.911836,0.064044,0.86544,0.057241,25.4,17.2,-1.24,971.4,1043,44.0164,4.0943,9.8263,89.8665,0.1334,0.8537,1.071,0.071,0.053,5.67,0.52,0.48,16.257,25.4275,1.22088,1.1653,3503,70,0.22,0.01,0.01,0.19,0.01,0.01,5.032,0.01,0.01,-0.228,0.114,1, PPPP,1.07,0.074,0.051,5.72,0.53,0.48,25.4275,1.22088,1.1653,3503,3503,0.22,0.01,0.01,0.19,0.01,0.01,5.032,0.01,0.01,-0.228,0.114
8733898,2842.03, Kepler-446 c  ,3.03621178,0.00000785,1041.683937,0.002861,0.039364,0.002328,0.001095,0.1114,0.4852,0.0839,29.96778,8.78181,14.42726,0.3502,0.3642, t0-6,162,162,1834.6,93.8,0.935111,0.06091,0.890453,0.051461,26,18.2,-2.2,1634.1,1776,24.9575,2.1278,4.6811,89.7991,0.2008,1.4058,0.938,0.055,0.042,11.53,1.02,1.02,16.257,25.4275,1.22088,1.1653,3503,70,0.22,0.01,0.01,0.19,0.01,0.01,5.032,0.01,0.01,-0.228,0.114,1, PPPP,0.938,0.057,0.045,11.53,1.08,1,25.4275,1.22088,1.1653,3503,3503,0.22,0.01,0.01,0.19,0.01,0.01,5.032,0.01,0.01,-0.228,0.114
