,KOI_inner,Period_inner,KOI_outer,Period_outer,Period Ratios,Nearest Period Ratio,delta,Period_ttv
141,351.07,124.9218471,351.02,210.7307044,1.6869003244189145,5:3,0.012140194651348635,3471.619861986155
806,2263.02,9.47852438,2263.03,15.59458181,1.6452541751018843,5:3,-0.012847494938869497,-242.76455268831154
1030,4435.01,10.86138201,4435.02,17.86921772,1.6452066324108603,5:3,-0.012876020553483913,-277.55808008810703
289,664.02,7.78197031,664.01,13.13740786,1.6881852971243216,5:3,0.012911178274592983,203.5043987558006
1068,6209.02,7.72968849,6209.01,12.71445144,1.644885360703585,5:3,-0.01306878357784913,-194.57742741337145
989,3470.01,15.06151731,3470.02,25.43401281,1.688675336389465,5:3,0.013205201833679014,385.2120267504309
607,1598.01,56.47574045,1598.02,92.87480581,1.644507979354877,5:3,-0.013295212387073874,-1397.1165424976064
1050,4846.01,19.25472698,4846.02,32.52749653,1.6893252531592116,5:3,0.013595151895526847,478.51611780376476
491,1165.02,4.29263721,1165.01,7.05394442,1.643265916711373,5:3,-0.014040449973176217,-100.48031841538285
338,733.02,11.34934777,733.04,18.6435031,1.642693789794759,5:3,-0.014383726123144536,-259.2305073161975
866,2612.01,4.61225771,2612.02,7.57302667,1.6419348497332775,5:3,-0.014839090160033486,-102.06861186673875
974,3398.03,4.32711675,3398.01,7.31941195,1.6915217159324394,5:3,0.014913029559463498,98.16130144200316
143,352.02,16.00747316,352.01,27.08242695,1.6918614624120971,5:3,0.015116877447258315,358.30715760564465
462,1060.01,12.10967032,1060.03,20.4963261,1.6925585551366191,5:3,0.01553513308197152,263.87062140827015
436,945.02,40.71542259,945.03,66.78930932,1.6403933711449168,5:3,-0.015763977313050015,-847.366219751018
502,1221.01,30.15979261,1221.02,51.07739536,1.6935592369777903,5:3,0.016135542186674234,633.1041717604381
1032,4500.01,8.70179277,4500.03,14.75102769,1.695171107826784,5:3,0.017102664696070358,172.49975898070798
907,2842.03,3.03621178,2842.02,5.14891616,1.695835644244816,5:3,0.017501386546889597,58.8400941400278
104,283.03,9.48820239,283.01,16.09195471,1.6959961485391544,5:3,0.017597689123492577,182.88713474904554
547,1364.02,7.0556802,1364.03,11.97890111,1.6977670147238249,5:3,0.018660208834294867,128.3897861634265
285,658.01,3.16269483,658.02,5.37064519,1.6981231129403656,5:3,0.018873867764219288,56.91091256008019
939,3068.01,3.91682297,3068.02,6.65176091,1.6982541618417848,5:3,0.018952497105070742,70.19403166900177
687,1920.02,10.13832649,1920.01,16.57100367,1.634491026339003,5:3,-0.01930538419659833,-171.67235317616587
147,354.01,15.95998603,354.03,27.13806099,1.70038124964449,5:3,0.020228749786693978,268.31179658814915
879,2704.02,2.98414433,2704.01,4.87122503,1.6323691119859474,5:3,-0.020578532808431582,-47.34278264973416
325,719.02,28.12264106,719.03,45.90267989,1.6322321858770683,5:3,-0.020660688473759015,-444.34801820181985
159,408.01,7.38198936,408.02,12.56091384,1.7015621707696418,5:3,0.020937302461784935,119.98598064794984
799,2243.01,5.18557989,2243.02,8.4580914,1.6310791810016838,5:3,-0.02135249139898976,-79.2234614870298
552,1413.01,12.64500199,1413.02,21.52618726,1.7023474790295383,5:3,0.021408487417722943,201.09956243036225
64,220.01,2.4220843,220.02,4.12513345,1.703133722472005,5:3,0.021880233483202893,37.706484742649565
83,248.02,10.91276664,248.04,18.59617273,1.7040749924805505,5:3,0.022444995488330344,165.7044015862562
524,1306.02,3.46807214,1306.03,5.91427708,1.7053500738309324,5:3,0.02321004429855944,50.96308308525785
921,2926.01,12.28547949,2926.03,20.9571375,1.7058461183430784,5:3,0.023507671005847053,178.30041516905135
237,566.01,25.85495982,566.03,42.06694616,1.627035835788044,5:3,-0.02377849852717373,-353.8234015232416
418,912.02,6.66832136,912.01,10.84844743,1.6268633205163945,5:3,-0.023882007690163354,-90.8503805102476
495,1194.01,8.70793158,1194.02,14.86216896,1.706739289745315,5:3,0.024043573847188915,123.62695375036877
717,2018.02,16.09889946,2018.01,27.49571917,1.707925391938562,5:3,0.024755235163137046,222.1406420807814
180,446.01,16.70921713,446.02,28.55164348,1.7087361578860518,5:3,0.02524169473163096,226.226042138298
725,2029.02,10.05538883,2029.01,16.33270729,1.6242740649940632,5:3,-0.025435561003562146,-128.42419546172124
601,1589.03,27.43452289,1589.05,44.55132164,1.6239145772146504,5:3,-0.025651253671209795,-347.3617485604852
30,117.02,4.90143997,117.04,7.95826316,1.6236581920231086,5:3,-0.025805084786134858,-61.67980633240156
820,2352.03,8.2562501,2352.01,13.39147403,1.6219801808087182,5:3,-0.02681189151476915,-99.89204993331707
586,1563.03,3.20541109,1563.01,5.48712478,1.7118318449444188,5:3,0.0270991069666513,40.496720329216494
162,413.01,15.22895588,413.02,24.67475514,1.620252585563338,5:3,-0.027848448661997205,-177.2073944906804
148,369.01,5.88526436,369.02,10.10460573,1.7169331931250749,5:3,0.030159915875044963,67.00685619856647
515,1276.02,13.26071518,1276.01,22.7902174,1.7186265665650169,5:3,0.031175939939010133,146.2038831521024
366,825.02,4.71513167,825.01,8.10363151,1.7186437361992055,5:3,0.031186241719523222,51.9692727509834
556,1422.02,19.8503022,1422.05,34.14210338,1.7199790227878746,5:3,0.03198741367272473,213.47210955734474
514,1276.03,7.70974541,1276.02,13.26071518,1.7199939135214584,5:3,0.031996348112874884,82.88892928167682
584,1557.01,3.29570206,1557.03,5.31595232,1.6129954174316352,5:3,-0.03220274954101887,-33.015518213615294
904,2838.02,4.7746106,2838.01,7.69997247,1.6126911941258624,5:3,-0.032385283524482666,-47.552293091267614
460,1060.02,4.75797889,1060.04,8.19342614,1.7220391955122776,5:3,0.0332235173073665,49.323050682435166
347,756.03,2.56656946,756.02,4.13444128,1.61088228642758,5:3,-0.03347062814345203,-24.70489207600267
431,939.01,3.38802126,939.02,5.83910412,1.7234555724127891,5:3,0.03407334344767343,34.2737373511181
273,623.02,15.67754049,623.04,25.2104678,1.6080626815207797,5:3,-0.035162391087532274,-143.39450202485813
412,906.03,4.14812194,906.01,7.15680955,1.7253132028225766,5:3,0.03518792169354601,40.677648497283464
174,435.01,20.5498169,435.03,33.04053863,1.6078264244777771,5:3,-0.03530414531333381,-187.1765388271338
544,1363.01,3.54655078,1363.02,5.70071253,1.6073962798299477,5:3,-0.035562232102031466,-32.06048773116438
738,2055.03,2.5047528,2055.02,4.02583093,1.6072767460325823,5:3,-0.03563395238045064,-22.595477970098177
65,221.01,3.41303631,221.02,5.89662616,1.7276775353145892,5:3,0.036606521188753405,32.21626075635735
2,46.01,3.48768866,46.02,6.02978241,1.7288763412729622,5:3,0.037325804763777226,32.30892112392762
1048,4782.02,4.29245971,4782.01,7.42125901,1.7289059214023466,5:3,0.03734355284140789,39.74586478965675
1000,3925.03,5.32440344,3925.01,9.20746401,1.729294955530267,5:3,0.03757697331816012,49.00588417295565
701,1955.01,15.1701932,1955.04,26.23467287,1.7293565430663072,5:3,0.03761392583978429,139.49446798904228
793,2220.03,1.89782214,2220.01,3.28279781,1.7297710574711709,5:3,0.03786263448270244,17.340567315778028
470,1083.02,4.57790616,1083.01,7.3368925,1.6026742889810568,5:3,-0.03839542661136597,-38.21753342794271
392,877.02,12.03986967,877.03,20.83773609,1.7307277122709916,5:3,0.0384366273625949,108.42645424337367
69,232.01,12.46600663,232.03,21.58716169,1.7316821922787633,5:3,0.039009315367257935,110.67695747420863
165,416.01,18.20795268,416.04,31.53403359,1.7318824441277054,5:3,0.0391294664766233,161.1779379043619
616,1627.02,5.93917354,1627.01,10.29672509,1.7336966196815324,5:3,0.040217971808919506,51.204596486968555
317,710.01,5.37492471,710.02,8.58604236,1.597425605613739,5:3,-0.04154463663175667,-41.334059248633984
719,2025.03,11.18965384,2025.01,17.84848231,1.5950879772702604,5:3,-0.04294721363784382,-83.11823188581643
335,732.02,3.29530461,732.03,5.25453383,1.5945517795394335,5:3,-0.04326893227633999,-24.287790585825235
1011,4097.01,2.79064277,4097.02,4.44901101,1.5942603108602111,5:3,-0.043443813483873384,-20.48167807207579
548,1364.03,11.97890111,1364.01,20.83424102,1.7392447628278316,5:3,0.04354685769669886,95.68654144971462
400,886.02,12.07138695,886.03,20.99581773,1.7393045071759543,5:3,0.04358270430557254,96.3493113359441
78,245.03,13.36703858,245.02,21.30180117,1.5936066199339125,5:3,-0.043836028039652586,-97.1885552711624
429,938.03,5.7146465,938.01,9.94601044,1.740441939847023,5:3,0.04426516390821367,44.938319716260935
48,157.01,13.0249172,157.02,22.68714058,1.741826088537438,5:3,0.045095653122462664,100.61786007795627
862,2595.01,9.18249038,2595.02,14.61372243,1.5914770204202489,5:3,-0.04511378774785069,-64.78605836281714
638,1805.03,4.36273707,1805.01,6.94135846,1.591055878139363,5:3,-0.04536647311638231,-30.601269982759153
845,2485.02,3.6008407,2485.03,5.72716427,1.5905075361984218,5:3,-0.045695478280947,-25.06665641964831
839,2443.01,6.79167774,2443.02,11.83778475,1.7429838698442133,5:3,0.045790321906527875,51.70430893307349
1017,4212.01,5.79176656,4212.02,10.09900222,1.7436825388901722,5:3,0.04620952333410333,43.7096143450014
846,2485.03,5.72716427,2485.01,9.99116477,1.7445221228131456,5:3,0.04671327368788725,42.77655570344113
631,1760.01,5.52415858,1760.02,8.77512463,1.588499769316905,5:3,-0.04690013840985707,-37.4204636810015
167,427.01,24.61485437,427.02,42.94955401,1.744863218136521,5:3,0.04691793088191254,183.08375157506188
468,1082.02,4.09667991,1082.01,6.50324324,1.5874423637847752,5:3,-0.04753458172913494,-27.362156154259484
770,2163.02,17.78345269,2163.03,28.22496547,1.587147668229324,5:3,-0.047711399062405624,-118.31539642374464
604,1593.01,9.69504823,1593.02,15.38249624,1.586634318373061,5:3,-0.048019408976163525,-64.06782827183798
105,283.01,16.09195471,283.02,25.51746034,1.5857278248578914,5:3,-0.048563305085265185,-105.08947154728301
