KIC,KOI,Kepler,Period,e_Period,T0,e_T0,Rp/R*,E+Rp/R*,e_Rp/R*,b,E+b,e_b,rho*M,E+rho*M,e_rho*M,u1,u2,TTVflag,nTTobs,nTT,Tdepth,e_Tdepth,TDur,e_TDur,ATDur,e_ATDur,S/N,MES,S/NImp,chi2W,chi2W0,a/R*,E+a/R*,e_a/R*,Inc,E+Inc,e_Inc,Rp,E+Rp,e_Rp,S0,E+S0,e_S0,Kmag,rho*,E+rho*,e_rho*,Teff,e_Teff,R*,E+R*,e_R*,M*,E+M*,e_M*,log(g)*,E+log(g)*,e_log(g)*,Z*,e_Z*,Source,Status,BRp,E+BRp,e_BRp,BS0,E+BS0,e_BS0,Brho*,E+Brho*,e_Brho*,Bteff,e_Bteff,BR*,E+BR*,e_BR*,BM*,E+BM*,e_BM*,Blog(g)*,E+Blog(g)*,e_Blog(g)*,BZ*,e_BZ*
10788461,3925.01, Kepler-1530 d ,9.20746401,0.00027858,879.084532,0.033639,0.032019,0.002495,0.000794,0.8978,0.025,0.6342,3.14629,0.29997,1.94978,0.4314,0.2495, t0-3,10,10,1235.9,34.2,2.978469,0.102848,2.873342,0.062394,43.4,29,0.12,280.2,286,24.1268,1.0404,6.4159,89.7513,0.2487,2.0519,2.804,0.238,0.126,69.35,3.69,3.69,14.026,2.37929,0.0482,0.08748,5367,64,0.8,0.02,0.02,0.89,0.01,0.02,4.524,0.04,0.04,0.063,0.042,2, PPPP,2.864,0.218,0.116,71.03,6,5.08,2.24615,0.13306,0.17264,5331,5331,0.82,0.02,0.02,0.87,0.03,0.04,4.555,0.018,0.03,-0.036,0.112
10788461,3925.02, Kepler-1530 b ,2.59026336,0.00016212,886.455138,0.054953,0.0166,0.001181,0.000675,0.7253,0.0042,0.6021,2.34998,0.58373,1.25726,0.4314,0.2495, t0-6,36,36,324.6,22.5,2.055949,0.118943,1.98677,0.108774,18.3,13.1,-1.28,675.9,718,9.5026,0.8898,1.8606,89.2699,0.7296,3.794,1.456,0.103,0.084,374.38,21.93,18.55,14.026,2.37929,0.0482,0.08748,5367,64,0.8,0.02,0.02,0.89,0.01,0.02,4.524,0.04,0.04,0.063,0.042,2, PPPP,1.491,0.098,0.08,387.33,31.2,28.8,2.24615,0.13306,0.17264,5331,5331,0.82,0.02,0.02,0.87,0.03,0.04,4.555,0.018,0.03,-0.036,0.112
10788461,3925.03, Kepler-1530 c ,5.32440344,0.00067868,885.914161,0.095172,0.017096,0.001435,0.001214,0.8039,0.0504,0.6566,0.09243,2.35037,0.06185,0.4314,0.2495, t0-6,17,17,334.8,28.1,2.633445,0.227799,2.508543,0.177683,14.6,10.4,-0.6,393.2,411,15.1743,1.9327,4.2168,89.2038,0.7962,3.1847,1.485,0.149,0.111,143.51,7.74,7.74,14.026,2.37929,0.0482,0.08748,5367,64,0.8,0.02,0.02,0.89,0.01,0.02,4.524,0.04,0.04,0.063,0.042,2, PPPP,1.524,0.135,0.112,148.33,12.47,10.55,2.24615,0.13306,0.17264,5331,5331,0.82,0.02,0.02,0.87,0.03,0.04,4.555,0.018,0.03,-0.036,0.112
