,KOI_inner,Period_inner,KOI_outer,Period_outer,Period Ratios
4,2693.03,6.83440524,2693.02,11.4194537,1.6708774646789897
10,2693.01,4.08141546,2693.03,6.83440524,1.6745183887748591
12,351.05,8.71984892,351.08,14.44913641,1.6570397655467637
25,351.07,124.9218471,351.02,210.7307044,1.6869003244189145
