,KOI_inner,Period_inner,KOI_outer,Period_outer,Period Ratios,Nearest Period Ratio,delta,Period_ttv
0,82.05,5.28689179,82.04,7.07134469,1.3375240067094318,4:3,0.0031430050320739,562.4668603643473
1,157.06,10.30403028,157.01,13.0249172,1.264060454604953,5:4,0.0112483636839624,231.58776806924425
2,157.02,22.68714058,157.03,31.99551734,1.410293078899765,7:5,0.0073521992141178,621.6899268251082
3,2038.01,8.30542284,2038.02,12.51345816,1.5066611780117387,3:2,0.0044407853411589,939.2826717698042
4,2038.03,17.91327996,2038.04,25.21486084,1.4076071437673214,7:5,0.0054336741195153,662.9258394804416
5,2433.04,27.90426394,2433.03,56.41581418,2.0217632079923624,2:1,0.0108816039961812,2592.256353006347
6,2722.03,4.0287519,2722.01,6.12478255,1.520267989200328,3:2,0.0135119928002185,151.09497270456762
7,3158.01,3.60013004,3158.02,4.54586316,1.2626941553477884,5:4,0.0101553242782308,89.5266962522231
